tconst,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,plot
tt0035423,movie,Kate & Leopold,Kate & Leopold,2001,118.0,"Comedy,Fantasy,Romance",6.4,91628.0,{'en-US': 'An English Duke from 1876 is inadvertently dragged to modern day New York where he falls for a plucky advertising executive.'}
tt0098532,movie,The Match Factory Girl,Tulitikkutehtaan tyttö,1990,69.0,"Comedy,Crime,Drama",7.5,12777.0,"{'en-US': ""A woman's terribly dull life is upended by a one-night stand pregnancy, causing her to seek retribution.""}"
tt0098966,movie,Three Men and a Little Lady,3 Men and a Little Lady,1990,104.0,"Comedy,Drama,Family",5.5,27687.0,"{'en-US': 'Three ex-dads quickly discover how empty life is without their little lady, and go to outrageous lengths in their efforts to win their daughter back in this critically acclaimed and equally charming sequel.'}"
tt0098987,movie,The Adventures of Ford Fairlane,The Adventures of Ford Fairlane,1990,104.0,"Action,Adventure,Comedy",6.4,19730.0,{'en-US': 'A vulgar private detective is hired to find a missing groupie and is drawn into a mystery involving a series of murders tied to the music industry.'}
tt0099005,movie,Air America,Air America,1990,113.0,"Action,Comedy,War",5.8,31456.0,{'en-US': 'A young pilot finds himself recruited unwittingly into a covert and corrupt CIA airlift operation in Laos during the Vietnam conflict.'}
tt0099012,movie,Alice,Alice,1990,106.0,"Comedy,Romance",6.6,15786.0,{'en-US': 'A spoiled Manhattan housewife re-evaluates her life after visiting a Chinatown healer.'}
tt0099044,movie,Another 48 Hrs.,Another 48 Hrs.,1990,95.0,"Action,Comedy,Crime",5.9,46152.0,"{'en-US': 'Jack Cates once again enlists the aid of ex-con Reggie Hammond - this time to take down The Iceman, a ruthless drug lord operating in the San Francisco bay area.'}"
tt0099052,movie,Arachnophobia,Arachnophobia,1990,109.0,"Comedy,Horror,Thriller",6.5,78303.0,"{'en-US': 'A new species of South American killer spider hitches a lift to a California town in a coffin and starts to breed, leaving a trail of deaths that puzzle and terrify young Dr. Ross Jennings, who is newly arrived in town with his family.'}"
tt0099077,movie,Awakenings,Awakenings,1990,121.0,"Biography,Drama",7.8,168449.0,"{'en-US': ""Dr. Sayer is a pioneering neurologist who wants to take a risk and give his patients who suffer from encephalitis a drug used for Parkinson's Disease. He tries it out on one man who miraculously wakes from his perpetual catatonic state.""}"
tt0099088,movie,Back to the Future Part III,Back to the Future Part III,1990,118.0,"Adventure,Comedy,Sci-Fi",7.5,499235.0,"{'en-US': 'Stranded in 1955, Marty McFly learns about the death of Doc Brown in 1885 and must travel back in time to save him. With no fuel readily available for the DeLorean, the two must figure how to escape the Old West before Emmett is murdered.'}"
tt0099091,movie,Bad Influence,Bad Influence,1990,99.0,"Drama,Thriller",6.3,11756.0,{'en-US': 'A soft and hesitant young man is in danger when he tries to break toxic relationships with a mysterious stranger claiming to be his friend.'}
tt0099141,movie,Bird on a Wire,Bird on a Wire,1990,110.0,"Action,Comedy,Crime",6.0,49387.0,{'en-US': 'An old flame discovers her ex-boyfriend from the past is a relocated FBI informant out to stop the bad guys.'}
tt0099160,movie,Blue Steel,Blue Steel,1990,102.0,"Action,Crime,Drama",5.8,19088.0,{'en-US': 'A rookie in the police force must engage in a cat-and-mouse game with a pistol-wielding psychopath who becomes obsessed with her.'}
tt0099165,movie,The Bonfire of the Vanities,The Bonfire of the Vanities,1990,125.0,"Comedy,Drama,Romance",5.6,27566.0,"{'en-US': 'After his mistress runs over a young teen, a Wall Street hotshot sees his life unravel in the spotlight and attracts the interest of a down-and-out reporter.'}"
tt0099180,movie,Bride of Re-Animator,Bride of Re-Animator,1990,96.0,"Comedy,Horror,Sci-Fi",6.2,18362.0,{'en-US': 'Doctors Herbert West and Dan Cain discover the secret to creating human life and proceed to create a perfect woman from dead tissue.'}
tt0099204,movie,Cadillac Man,Cadillac Man,1990,97.0,"Comedy,Crime",5.7,16622.0,"{'en-US': ""Joey gets 2 days to sell 12 cars to keep his job and keep his girlfriends happy. It gets worse. He's juggling 3 buyers when a guy with a machine gun crashes into the car dealership and takes everybody hostage.""}"
tt0099253,movie,Child's Play 2,Child's Play 2,1990,84.0,"Horror,Thriller",6.0,61024.0,"{'en-US': ""While Andy's mother is admitted to a psychiatric hospital, the young boy is placed in foster care, and Chucky, determined to claim Andy's soul, is not far behind.""}"
tt0099329,movie,Cry-Baby,Cry-Baby,1990,85.0,"Comedy,Musical",6.5,66942.0,"{'en-US': 'In 1950s Baltimore, a bad boy with a heart of gold wins the love of a good girl, whose boyfriend sets out for revenge.'}"
tt0099334,movie,Cyrano de Bergerac,Cyrano de Bergerac,1990,137.0,"Comedy,Drama,History",7.5,26703.0,"{'en-US': 'Famed swordsman and poet Cyrano de Bergerac is in love with his cousin Roxane. He has never expressed his love for her as he his large nose undermines his self-confidence. Then he finds a way to express his love to her, indirectly.'}"
tt0099348,movie,Dances with Wolves,Dances with Wolves,1990,181.0,"Adventure,Drama,Western",8.0,300450.0,{'en-US': 'A lieutenant assigned to a remote Civil War outpost starts questioning his purpose after making contact with a neighboring Sioux settlement.'}
tt0099365,movie,Darkman,Darkman,1990,96.0,"Action,Sci-Fi,Thriller",6.4,72495.0,{'en-US': 'A brilliant scientist left for dead returns to exact revenge on the people who burned him alive.'}
tt0099371,movie,Days of Thunder,Days of Thunder,1990,107.0,"Action,Drama,Sport",6.1,99730.0,{'en-US': 'A young hot-shot stock car driver gets his chance to compete at the top level.'}
tt0099385,movie,Death Warrant,Death Warrant,1990,89.0,"Action,Crime,Mystery",5.7,21945.0,"{'en-US': 'In a violent and corrupt prison, decorated cop Louis Burke must infiltrate the jail to find answers to a number of inside murders. What he finds is a struggle of life and death tied in to his own past.'}"
tt0099422,movie,Dick Tracy,Dick Tracy,1990,105.0,"Action,Comedy,Crime",6.2,67927.0,"{'en-US': ""The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob.""}"
tt0099423,movie,Die Hard 2,Die Hard 2,1990,124.0,"Action,Thriller",7.1,395929.0,"{'en-US': 'John McClane attempts to avert disaster as rogue military operatives seize control of Dulles International Airport in Washington, D.C.'}"
tt0099426,movie,Bullet in the Head,Dip huet gai tau,1990,136.0,"Action,Crime,Drama",7.5,12150.0,"{'en-US': ""When three close friends escape from Hong Kong to war-time Saigon to start a criminal's life, they all go through a harrowing experience which totally shatters their lives and their friendship forever.""}"
tt0099472,movie,DuckTales the Movie: Treasure of the Lost Lamp,DuckTales: The Movie - Treasure of the Lost Lamp,1990,74.0,"Adventure,Animation,Comedy",6.8,29557.0,"{'en-US': 'Scrooge McDuck takes Huey, Dewey, and Louie to Egypt to find a pyramid and magic lamp.'}"
tt0099487,movie,Edward Scissorhands,Edward Scissorhands,1990,105.0,"Drama,Fantasy,Romance",7.9,545062.0,{'en-US': 'The solitary life of an artificial man - who was incompletely constructed and has scissors for hands - is upended when he is taken in by a suburban family.'}
tt0099512,movie,Ernest Goes to Jail,Ernest Goes to Jail,1990,81.0,"Comedy,Crime,Family",5.4,10357.0,{'en-US': 'Ernest P. Worrell is a bank janitor sent to jail when people mistake his identity for a look-alike.'}
tt0099528,movie,The Exorcist III,The Exorcist III,1990,110.0,"Drama,Horror,Mystery",6.5,41117.0,"{'en-US': 'A police lieutenant uncovers more than he bargained for as his investigation of a series of murders, which have all the hallmarks of the deceased Gemini serial killer, leads him to question the patients of a psychiatric ward.'}"
tt0099558,movie,Armour of God 2: Operation Condor,Fei ying gai wak,1991,80.0,"Action,Adventure,Comedy",7.2,23612.0,"{'en-US': ""Jackie is hired to help the UN find Nazi gold hidden in Sahara. He's accompanied from Spain by 2 (later 3) cute women. As there are others wanting the gold, lots of kung fu fighting and comedy follows.""}"
tt0099582,movie,Flatliners,Flatliners,1990,115.0,"Drama,Horror,Sci-Fi",6.6,96077.0,"{'en-US': 'Five medical students experiment with ""near death"" experiences, until the dark consequences of past tragedies begin to jeopardize their lives.'}"
tt0099611,movie,Frankenhooker,Frankenhooker,1990,85.0,"Comedy,Horror,Sci-Fi",6.2,15144.0,{'en-US': 'A medical student sets out to recreate his decapitated fiancée by building her a new body made of Manhattan street prostitutes.'}
tt0099615,movie,The Freshman,The Freshman,1990,102.0,"Comedy,Crime",6.5,22615.0,"{'en-US': 'An N.Y.C. film school student accepts a job with a local mobster who resembles a famous cinema godfather and who takes the young man under his wing, after demanding total loyalty.'}"
tt0099653,movie,Ghost,Ghost,1990,126.0,"Drama,Fantasy,Romance",7.1,247338.0,"{'en-US': 'After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.'}"
tt0099674,movie,The Godfather Part III,The Godfather Part III,1990,162.0,"Crime,Drama",7.6,438480.0,"{'en-US': 'Follows Michael Corleone, now in his 60s, as he seeks to free his family from crime and find a suitable successor to his empire.'}"
tt0099685,movie,Goodfellas,GoodFellas,1990,145.0,"Biography,Crime,Drama",8.7,1320772.0,"{'en-US': 'The story of Henry Hill and his life in the mafia, covering his relationship with his wife Karen and his mob partners Jimmy Conway and Tommy DeVito.'}"
tt0099697,movie,Graveyard Shift,Graveyard Shift,1990,86.0,Horror,5.0,13346.0,{'en-US': 'The owner of an ancient mill hires a drifter to rid the basement of rats.'}
tt0099699,movie,Green Card,Green Card,1990,107.0,"Comedy,Drama,Romance",6.3,26685.0,"{'en-US': 'A man wanting to stay in the US enters into a marriage of convenience, but it turns into more than that.'}"
tt0099700,movie,Gremlins 2: The New Batch,Gremlins 2: The New Batch,1990,106.0,"Comedy,Fantasy,Horror",6.4,116855.0,"{'en-US': ""The Gremlins are back, and this time, they've taken control of a New York City media mogul's high-tech skyscraper.""}"
tt0099703,movie,The Grifters,The Grifters,1990,110.0,"Crime,Drama,Thriller",6.9,31968.0,"{'en-US': 'A small-time conman has torn loyalties between his estranged mother and new girlfriend, both of whom are high-stakes grifters with their own angles to play.'}"
tt0099726,movie,Hamlet,Hamlet,1990,135.0,Drama,6.7,24338.0,"{'en-US': 'Hamlet, Prince of Denmark, finds out that his uncle Claudius killed his father to obtain the throne, and plans revenge.'}"
tt0099731,movie,The Handmaid's Tale,The Handmaid's Tale,1990,108.0,"Drama,Romance,Sci-Fi",6.0,11622.0,"{'en-US': 'Under a dystopian religious tyranny, most women cannot conceive children. Those young women who can live in a form of sexual slavery to provide children for influential families.'}"
tt0099739,movie,Hard to Kill,Hard to Kill,1990,96.0,"Action,Crime,Drama",5.8,33430.0,"{'en-US': 'Targeted by the mob and its political supporters, hired assassins leave LAPD Detective Mason Storm for dead. Seven years later, he recovers from a deep coma, demanding justice and the opportunity to get even.'}"
tt0099740,movie,Hardware,Hardware,1990,94.0,"Horror,Sci-Fi,Thriller",5.9,17132.0,"{'en-US': ""The head of a cyborg reactivates, rebuilds itself, and goes on a violent rampage in a space marine's girlfriend's apartment.""}"
tt0099762,movie,Henry & June,Henry & June,1990,136.0,"Biography,Drama",6.3,14564.0,"{'en-US': 'Anaïs Nin meets American writer Henry Miller in Paris in 1931. She keeps a diary of her sexual awakening, which includes Henry and his wife June.'}"
tt0099776,movie,Europa Europa,Europa Europa,1990,112.0,"Drama,History,War",7.5,17966.0,"{'en-US': 'A boy in Nazi Germany, trying to conceal that he is Jewish, joins the Hitler Youth.'}"
tt0099785,movie,Home Alone,Home Alone,1990,103.0,"Comedy,Family",7.7,694454.0,"{'en-US': 'An eight-year-old troublemaker, mistakenly left home alone, must defend his home against a pair of burglars on Christmas Eve.'}"
tt0099797,movie,The Hot Spot,The Hot Spot,1990,130.0,"Crime,Drama,Romance",6.4,14478.0,"{'en-US': 'Upon arriving to a small town, a drifter quickly gets into trouble with the local authorities - and the local women - after he robs a bank.'}"
tt0099800,movie,House Party,House Party,1990,100.0,"Comedy,Music",6.5,17301.0,"{'en-US': ""Kid decides to go to his friend Play's house party, but neither of them can predict what's in store for them on what could be the wildest night of their lives.""}"
tt0099810,movie,The Hunt for Red October,The Hunt for Red October,1990,135.0,"Action,Adventure,Thriller",7.5,222375.0,"{'en-US': ""In November 1984, the Soviet Union's best submarine captain violates orders and heads for the U.S. in a new undetectable sub. The American CIA and military must quickly determine: Is he trying to defect or to start a war?""}"
tt0099817,movie,Dark Angel,Dark Angel,1990,91.0,"Action,Crime,Horror",6.1,15292.0,{'en-US': 'A renegade cop is forced to work with an FBI agent in order to bring down a group of drug dealers with sinister plans.'}
tt0099819,movie,I Love You to Death,I Love You to Death,1990,97.0,"Comedy,Crime",6.4,16064.0,"{'en-US': ""Joey Boca (Kevin Kline) owns a pizza parlor, and is married to Rosalie (Tracey Ullman). He's also a serial womanizer. Rosalie goes to extremes when she finds he has been cheating.""}"
tt0099850,movie,Internal Affairs,Internal Affairs,1990,115.0,"Crime,Drama,Thriller",6.5,23852.0,{'en-US': 'An Internal Affairs agent becomes obsessed with bringing down a cop who has managed to maintain a spotless reputation despite being involved in a web of corruption.'}
tt0099871,movie,Jacob's Ladder,Jacob's Ladder,1990,113.0,"Drama,Horror,Mystery",7.4,123274.0,"{'en-US': 'Mourning his dead son, a haunted Vietnam War veteran attempts to uncover his past while suffering from a severe case of dissociation. To do so, he must decipher reality and life from his own dreams, delusions, and perceptions of death.'}"
tt0099892,movie,Joe Versus the Volcano,Joe Versus the Volcano,1990,102.0,"Comedy,Romance",5.9,40907.0,"{'en-US': 'When a hypochondriac learns that he is dying, he accepts an offer to throw himself in a volcano at a tropical island, and along the way there, learns to truly live.'}"
tt0099938,movie,Kindergarten Cop,Kindergarten Cop,1990,111.0,"Action,Comedy,Crime",6.3,168425.0,"{'en-US': ""A tough cop must pose as a kindergarten teacher in order to locate a dangerous criminal's ex-wife, who may hold the key to putting him behind bars.""}"
tt0099939,movie,King of New York,King of New York,1990,103.0,"Crime,Thriller",6.9,45034.0,{'en-US': 'A drug kingpin is released from prison and seeks to take total control of the criminal underworld in order to give back to the community.'}
tt0099994,movie,Leatherface: Texas Chainsaw Massacre III,Leatherface: Texas Chainsaw Massacre III,1990,85.0,"Horror,Thriller",5.0,20486.0,{'en-US': 'A California couple and a survivalist encounter Leatherface and his family.'}
tt0100024,movie,Life Is Sweet,Life Is Sweet,1990,103.0,"Comedy,Drama",7.4,11747.0,"{'en-US': 'A shop assistant, her cook husband, and their twin daughters go about their lives in a working-class London suburb.'}"
tt0100029,movie,Lionheart,Lionheart,1990,108.0,"Action,Crime,Drama",6.2,41451.0,"{'en-US': ""An Ex-French Soldier begins participating in underground street fights in order to make money for his brother's family.""}"
tt0100050,movie,Look Who's Talking Too,Look Who's Talking Too,1990,81.0,"Comedy,Family,Romance",4.7,49826.0,"{'en-US': ""This time, a new baby is on the way, and it's a girl. Wrapped together with the standard conflict between mother and father, Mikey engages in a bit of sibling rivalry with his new sister.""}"
tt0100054,movie,Lord of the Flies,Lord of the Flies,1990,90.0,"Adventure,Drama,Thriller",6.4,35224.0,"{'en-US': 'Stranded on an island, a group of schoolboys degenerate into savagery.'}"
tt0100112,movie,The Hairdresser's Husband,Le mari de la coiffeuse,1990,82.0,"Comedy,Drama,Romance",7.1,10730.0,"{'en-US': ""Antoine has always been fascinated by a hairdresser's delicate touch, the beguiling perfume and the enticing figure of a woman with an opulent bosom. After all, he always knew he would marry one, completing his idealised love fantasy.""}"
tt0100114,movie,Marked for Death,Marked for Death,1990,93.0,"Action,Crime,Drama",5.9,25264.0,{'en-US': 'A retired DEA agent is out to hunt down and take out a Jamaican drug posse that has targeted he and his family for murder.'}
tt0100133,movie,Memphis Belle,Memphis Belle,1990,107.0,"Action,Drama,War",6.9,31363.0,"{'en-US': 'In 1943, the crew of a B-17 based in the UK prepares for its 25th and final bombing mission over Germany before returning home to the USA.'}"
tt0100135,movie,Men at Work,Men at Work,1990,98.0,"Action,Comedy,Crime",5.9,28307.0,{'en-US': 'Two garbage men uncover a conspiracy involving illegal toxic waste dumping and decide to bring the whole operation down.'}
tt0100140,movie,Mermaids,Mermaids,1990,110.0,"Comedy,Drama,Romance",6.7,38129.0,"{'en-US': 'An unconventional single mother relocates with her two daughters to a small Massachusetts town in 1963, where a number of events and relationships both challenge and strengthen their familial bonds.'}"
tt0100143,movie,Miami Blues,Miami Blues,1990,97.0,"Comedy,Crime,Drama",6.4,10822.0,"{'en-US': ""An ex-con's first act of freedom is moving to Miami where he restarts his old criminal ways with even more potency.""}"
tt0100150,movie,Miller's Crossing,Miller's Crossing,1990,115.0,"Crime,Drama,Thriller",7.7,145669.0,"{'en-US': 'Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.'}"
tt0100157,movie,Misery,Misery,1990,107.0,"Drama,Thriller",7.8,249179.0,"{'en-US': 'After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.'}"
tt0100168,movie,Mo' Better Blues,Mo' Better Blues,1990,130.0,"Drama,Music,Romance",6.7,14213.0,{'en-US': 'Jazz trumpeter Bleek Gilliam makes questionable decisions in his professional and romantic lives.'}
tt0100201,movie,Mr. Destiny,Mr. Destiny,1990,116.0,"Comedy,Fantasy,Romance",6.4,13882.0,{'en-US': 'Unhappy Larry Burrows sees what his life could have been like if he had made that winning home run as a teenager.'}
tt0100212,movie,My Blue Heaven,My Blue Heaven,1990,97.0,"Comedy,Crime",6.2,23171.0,"{'en-US': 'An all too uptight FBI agent must protect a larger than life mobster with a heart of gold, currently under witness protection in the suburbs.'}"
tt0100224,movie,Narrow Margin,Narrow Margin,1990,97.0,"Action,Crime,Thriller",6.6,11370.0,{'en-US': 'A Los Angeles Deputy District Attorney is sent to protect a woman who accidentally witnessed a Mafia murder.'}
tt0100232,movie,Navy Seals,Navy Seals,1990,113.0,"Action,Adventure,Thriller",5.6,18784.0,{'en-US': 'A battle-hardened SEAL Team set off on a mission to destroy a shipment of US-built Stinger missiles that have fallen into terrorist hands.'}
tt0100234,movie,Close-Up,Nema-ye nazdik,1990,98.0,"Biography,Crime,Drama",8.2,24861.0,"{'en-US': 'The true story of Hossain Sabzian, a cinephile who impersonated the director Mohsen Makhmalbaf to convince a family they would star in his so-called new film.'}"
tt0100240,movie,The NeverEnding Story II: The Next Chapter,The Neverending Story II: The Next Chapter,1990,89.0,"Adventure,Drama,Family",5.1,28258.0,{'en-US': 'A young boy with a distant father enters a world of make-believe and magic through a portal within an antique book.'}
tt0100258,movie,Night of the Living Dead,Night of the Living Dead,1990,92.0,Horror,6.8,47201.0,"{'en-US': 'When the unburied dead return to life and seek human victims, seven refugees shelter in a house in the Pennsylvanian countryside.'}"
tt0100260,movie,Nightbreed,Nightbreed,1990,102.0,"Action,Fantasy,Horror",6.5,27661.0,"{'en-US': 'A troubled young man is drawn to a mythical place called Midian where a variety of friendly monsters are hiding from humanity. Meanwhile, a sadistic serial killer is looking for a patsy.'}"
tt0100263,movie,La Femme Nikita,Nikita,1990,117.0,"Action,Crime,Drama",7.3,78993.0,"{'en-US': ""Convicted felon Nikita isn't going to jail; she's given a new identity and trained, stylishly, as a top secret spy/assassin.""}"
tt0100318,movie,Pacific Heights,Pacific Heights,1990,102.0,"Drama,Mystery,Thriller",6.4,23998.0,"{'en-US': ""San Francisco yuppies restore a costly Victorian home, then rent a studio to a landlord's nightmare.""}"
tt0100332,movie,Paris Is Burning,Paris Is Burning,1990,78.0,Documentary,8.2,19217.0,"{'en-US': ""A chronicle of New York's drag scene in the 1980s, focusing on balls, voguing and the ambitions and dreams of those who gave the era its warmth and vitality.""}"
tt0100395,movie,Postcards from the Edge,Postcards from the Edge,1990,101.0,"Comedy,Drama",6.7,20425.0,{'en-US': 'A substance-addicted actress tries to look on the bright side even as she is forced to move back in with her mother to avoid unemployment.'}
tt0100403,movie,Predator 2,Predator 2,1990,108.0,"Action,Horror,Sci-Fi",6.3,190784.0,"{'en-US': 'The Predator returns to Earth, this time to stake a claim on the war-torn streets of a dystopian Los Angeles.'}"
tt0100404,movie,Presumed Innocent,Presumed Innocent,1990,127.0,"Mystery,Thriller",6.9,49974.0,"{'en-US': 'As a lawyer investigates the murder of a colleague, he finds himself more connected to the crime than anyone else.'}"
tt0100405,movie,Pretty Woman,Pretty Woman,1990,119.0,"Comedy,Romance",7.1,384805.0,"{'en-US': 'Edward, a rich entrepreneur, hires Vivian, a prostitute, to accompany him to a few social events. Trouble ensues when he falls in love with her and they try to bridge the gap between their worlds.'}"
tt0100419,movie,Problem Child,Problem Child,1990,81.0,"Comedy,Family",5.5,34223.0,{'en-US': 'A young boy just short of a monster is adopted by a loving man and his wacky wife. The laughs keep coming as he pushes them to the limits.'}
tt0100436,movie,Pump Up the Volume,Pump Up the Volume,1990,102.0,"Comedy,Drama,Music",7.2,32228.0,{'en-US': 'Mark runs a pirate radio station and causes an uproar when he speaks his mind and enthralls fellow teens.'}
tt0100449,movie,Quick Change,Quick Change,1990,89.0,"Comedy,Crime",6.8,23208.0,"{'en-US': 'Three thieves successfully rob a New York City bank, but making the escape from the city proves to be almost impossible.'}"
tt0100475,movie,Repossessed,Repossessed,1990,80.0,"Comedy,Fantasy,Horror",4.8,10372.0,"{'en-US': 'Parody of The Exorcist (1973), with Linda Blair once again possessed by Satan and Leslie Nielsen as the exorcist.'}"
tt0100477,movie,The Rescuers Down Under,The Rescuers Down Under,1990,77.0,"Adventure,Animation,Comedy",6.8,49172.0,{'en-US': 'R.A.S. agents Miss Bianca and Bernard race to Australia to save a little boy and a rare golden eagle from a murderous poacher.'}
tt0100485,movie,Revenge,Revenge,1990,124.0,"Action,Crime,Drama",6.2,21789.0,"{'en-US': 'A retired US Navy pilot comes to Mexico, where he falls in love with the wife of a powerful businessman. The consequences will be cruel and unforeseen.'}"
tt0100486,movie,Reversal of Fortune,Reversal of Fortune,1990,111.0,"Biography,Drama,Mystery",7.2,20213.0,"{'en-US': ""Wealthy Sunny von Bülow lies brain-dead, husband Claus guilty of attempted murder; but he says he's innocent and hires Alan Dershowitz for his appeal.""}"
tt0100502,movie,RoboCop 2,RoboCop 2,1990,117.0,"Action,Crime,Sci-Fi",5.8,96477.0,"{'en-US': 'RoboCop returns to protect the citizens of old Detroit but faces a deadly challenge when a rogue OCP member secretly creates a new, evil RoboCop 2.'}"
tt0100507,movie,Rocky V,Rocky V,1990,104.0,"Drama,Sport",5.4,155666.0,"{'en-US': ""Reluctantly retired from fighting, Rocky takes charge of Mickey's gym and agrees to train a young protégé who's hungry for success.""}"
tt0100514,movie,The Rookie,The Rookie,1990,120.0,"Action,Crime,Drama",5.9,30288.0,"{'en-US': ""A veteran detective is assigned a rookie partner after his previous partner is killed by a car theft gang. He is determined to apprehend those responsible for his friend's death but his new partner isn't really up to the task.""}"
tt0100519,movie,Rosencrantz & Guildenstern Are Dead,Rosencrantz & Guildenstern Are Dead,1990,117.0,"Comedy,Drama",7.3,24499.0,"{'en-US': ""Two minor characters from the play 'Hamlet' stumble around unaware of their scripted lives and unable to deviate from them.""}"
tt0100530,movie,The Russia House,The Russia House,1990,123.0,"Drama,Romance,Thriller",6.1,18741.0,"{'en-US': ""A British publisher is sent a manuscript detailing Soviet Union nuclear missile capabilities. British Intelligence intercept it and recruit him to investigate the author's editor, a beautiful Russian woman he claims never to have met.""}"
tt0100594,movie,The Sheltering Sky,The Sheltering Sky,1990,138.0,"Adventure,Drama",6.7,14286.0,"{'en-US': 'An American couple travel abroad to revitalize their relationship. But as the trip drags on, their attempt at recovering what they once had seems futile.'}"
tt0100685,movie,State of Grace,State of Grace,1990,134.0,"Action,Crime,Drama",7.2,27096.0,"{'en-US': ""An undercover officer rejoins Irish mob pals in Hell's Kitchen.""}"
tt0100740,movie,Tales from the Darkside: The Movie,Tales from the Darkside: The Movie,1990,93.0,"Comedy,Fantasy,Horror",6.2,20152.0,"{'en-US': ""To stall a witch plotting to eat him, a boy reads her horror tales dealing with a collegian's resurrection of a mummy, a murderous cat, and an artist's pact with a gargoyle.""}"
tt0100758,movie,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,1990,93.0,"Action,Adventure,Comedy",6.8,108344.0,{'en-US': 'Four teenage mutant ninja turtles emerge from the shadows to protect New York City from a gang of criminal ninjas.'}
tt0100802,movie,Total Recall,Total Recall,1990,113.0,"Action,Adventure,Sci-Fi",7.5,367527.0,"{'en-US': 'When a man goes in to have virtual vacation memories of the planet Mars implanted in his mind, an unexpected and harrowing series of events forces him to go to the planet for real - or is he?'}"
tt0100814,movie,Tremors,Tremors,1990,96.0,"Comedy,Horror",7.2,158156.0,{'en-US': 'Natives of a small isolated town defend themselves against strange underground creatures which are killing them one by one.'}
tt0100828,movie,The Two Jakes,The Two Jakes,1990,137.0,"Crime,Drama,Mystery",6.1,16162.0,"{'en-US': 'The sequel to Chinatown (1974) finds J.J. ""Jake"" Gittes investigating adultery and murder, and the money that comes from oil.'}"
tt0100928,movie,White Hunter Black Heart,White Hunter Black Heart,1990,112.0,"Adventure,Drama",6.5,13720.0,"{'en-US': 'A thinly fictionalized account of a legendary movie director, whose desire to hunt down an animal turns into a grim situation with his movie crew in Africa.'}"
tt0100935,movie,Wild at Heart,Wild at Heart,1990,125.0,"Crime,Drama,Thriller",7.2,107326.0,"{'en-US': ""Young lovers Sailor and Lula run from the variety of weirdos that Lula's mom has hired to kill Sailor.""}"
tt0100944,movie,The Witches,The Witches,1990,91.0,"Adventure,Comedy,Family",6.8,57039.0,"{'en-US': 'A young boy stumbles onto a witch convention and must stop them, even after he has been turned into a mouse.'}"
tt0100994,movie,Young Guns II,Young Guns II,1990,104.0,"Action,Drama,Western",6.5,40361.0,"{'en-US': 'Billy the Kid and his band of outlaws are pursued across New Mexico territory by Sheriff Pat Garrett, who the young gunslingers must face-off with if they are to reach the safety of the border.'}"
tt0100998,movie,Dreams,Yume,1990,119.0,"Drama,Fantasy",7.7,30853.0,"{'en-US': ""A collection of tales based upon eight of director Akira Kurosawa's recurring dreams.""}"
tt0101258,movie,Days of Being Wild,Ah fei jing juen,1990,94.0,"Crime,Drama,Romance",7.4,26997.0,{'en-US': 'A man tries to find out who his real mother is after the woman who raised him tells him the truth.'}
tt0101272,movie,The Addams Family,The Addams Family,1991,99.0,"Comedy,Fantasy",7.0,190770.0,{'en-US': 'Con artists plan to fleece an eccentric family using an accomplice who claims to be their long-lost uncle.'}
tt0101316,movie,The Lover,L'amant,1992,115.0,"Biography,Drama,Romance",6.8,24387.0,"{'en-US': 'In 1929 French Indochina, a French teenage girl embarks on a reckless and forbidden romance with a wealthy, older Chinese man, each knowing that knowledge of their affair will bring drastic consequences to each other.'}"
tt0101318,movie,The Lovers on the Bridge,Les amants du Pont-Neuf,1991,125.0,"Drama,Romance",7.6,16238.0,"{'en-US': ""Alex, who's homeless and addicted to alcohol, and Michèle, who's losing her sight, form a relationship while sleeping rough on Paris's Pont-Neuf bridge.""}"
tt0101329,movie,An American Tail: Fievel Goes West,An American Tail: Fievel Goes West,1991,75.0,"Adventure,Animation,Family",6.5,29287.0,"{'en-US': ""Fievel's family decides to move out to the West, unaware that they are falling into a trap perpetrated by a smooth-talking cat.""}"
tt0101393,movie,Backdraft,Backdraft,1991,137.0,"Action,Drama,Mystery",6.7,90707.0,"{'en-US': 'Two feuding siblings carrying on a heroic family tradition as Chicago firefighters. But when a puzzling series of arson attacks is reported, they are forced to set aside their differences to solve the mystery surrounding these crimes.'}"
tt0101410,movie,Barton Fink,Barton Fink,1991,116.0,"Comedy,Drama,Thriller",7.6,132224.0,{'en-US': 'A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.'}
tt0101414,movie,Beauty and the Beast,Beauty and the Beast,1991,84.0,"Animation,Family,Fantasy",8.0,492319.0,"{'en-US': ""A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.""}"
