tconst,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,plot
tt0308383,movie,The Human Stain,The Human Stain,2003,106.0,"Drama,Romance,Thriller",6.2,32994.0,"{'en-US': 'When a disgraced former college dean has a romance with a mysterious younger woman haunted by her dark, twisted past, he is forced to confront a shocking fact about his own life that he has kept secret for fifty years.'}"
tt0308506,movie,Like Mike,Like Mike,2002,99.0,"Comedy,Family,Fantasy",5.4,23507.0,"{'en-US': 'A 13-year-old orphan becomes an NBA superstar after trying on a pair of sneakers with the faded initials ""MJ"" inside them.'}"
tt0308514,movie,Lost in La Mancha,Lost in La Mancha,2002,89.0,Documentary,7.3,12150.0,"{'en-US': ""Terry Gilliam's doomed attempt to get his film, The Man Who Killed Don Quixote (2018), off the ground.""}"
tt0308644,movie,Finding Neverland,Finding Neverland,2004,106.0,"Biography,Drama,Family",7.6,214641.0,"{'en-US': ""The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.""}"
tt0308878,movie,The Shape of Things,The Shape of Things,2003,96.0,"Comedy,Drama,Romance",6.6,12020.0,"{'en-US': 'A quiet, unassuming man begins to change in a major way as a result of meeting a new, art-student girlfriend, and his friends are unsettled by the transformation.'}"
tt0309377,movie,Blood Work,Blood Work,2002,110.0,"Action,Crime,Drama",6.4,49334.0,"{'en-US': 'Still recovering from a heart transplant, retired F.B.I. profiler Terry McCaleb returns to service when his own blood analysis offers clues to the identity of a serial killer.'}"
tt0309530,movie,Down with Love,Down with Love,2003,101.0,"Comedy,Romance",6.3,45799.0,"{'en-US': 'In 1962 New York City, love blossoms between a playboy journalist and a feminist advice author.'}"
tt0309593,movie,Final Destination 2,Final Destination 2,2003,90.0,"Horror,Thriller",6.2,193030.0,{'en-US': 'Death is stalking Kimberly Corman and multiple survivors of a deadly highway accident.'}
tt0309698,movie,Identity,Identity,2003,90.0,"Mystery,Thriller",7.3,279021.0,"{'en-US': ""Stranded at a desolate Nevada motel during a nasty rain storm, ten strangers become acquainted with each other when they realize that they're being killed off one by one.""}"
tt0309820,movie,Luther,Luther,2003,123.0,"Biography,Drama,History",6.6,16349.0,"{'en-US': 'During the early sixteenth century, idealistic German monk Martin Luther, disgusted by the materialism in the Catholic Church, begins the dialogue that will lead to the Protestant Reformation.'}"
tt0309912,movie,Nicholas Nickleby,Nicholas Nickleby,2002,132.0,"Adventure,Drama,Romance",7.1,14298.0,"{'en-US': 'A young, compassionate man struggles to save his family and friends from the abusive exploitation of his cold-heartedly grasping uncle.'}"
tt0309987,movie,The Dreamers,The Dreamers,2003,115.0,"Drama,Romance",7.1,137328.0,"{'en-US': ""A young American studying in Paris in 1968 strikes up a friendship with a French brother and sister. Set against the background of the '68 Paris student riots.""}"
tt0310203,movie,Ruby & Quentin,Tais-toi!,2003,85.0,"Comedy,Crime",7.1,31602.0,{'en-US': 'A tough criminal is arrested after hiding the loot from a Paris armored truck robbery. A talkative dimwit befriends him in prison and escapes with him - chased by police and his evil crime boss.'}
tt0310281,movie,A Mighty Wind,A Mighty Wind,2003,91.0,"Comedy,Music",7.2,30229.0,{'en-US': 'Mockumentary captures the reunion of 1960s folk trio the Folksmen as they prepare for a show at The Town Hall to memorialize a recently deceased concert promoter.'}
tt0310357,movie,Willard,Willard,2003,100.0,"Drama,Horror,Thriller",6.1,20942.0,{'en-US': 'A young man with an unusual connection to rats uses them at his own sociopathic will.'}
tt0310775,movie,Sympathy for Mr. Vengeance,Boksuneun naui geot,2002,129.0,"Crime,Drama,Thriller",7.5,77879.0,"{'en-US': ""A recently laid off factory worker kidnaps his former boss' friend's daughter, hoping to use the ransom money to pay for his sister's kidney transplant.""}"
tt0310793,movie,Bowling for Columbine,Bowling for Columbine,2002,120.0,"Crime,Documentary,Drama",8.0,150657.0,"{'en-US': ""Filmmaker Michael Moore explores the roots of America's predilection for gun violence.""}"
tt0310910,movie,Confidence,Confidence,2003,97.0,"Crime,Thriller",6.6,35890.0,"{'en-US': ""Jake Vig is a consummate grifter about to pull his biggest con yet, one set to avenge his friend's murder. But his last scam backfired, leaving him indebted to a mob boss and his enforcer.""}"
tt0311113,movie,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,2003,138.0,"Action,Adventure,Drama",7.5,246099.0,"{'en-US': 'During the Napoleonic Wars, a brash British captain pushes his ship and crew to their limits in pursuit of a formidable French war vessel around South America.'}"
tt0311289,movie,Holes,Holes,2003,117.0,"Adventure,Comedy,Drama",7.0,104866.0,{'en-US': 'A wrongfully convicted boy is sent to a brutal desert detention camp where he joins the job of digging holes for some mysterious reason.'}
tt0311429,movie,The League of Extraordinary Gentlemen,The League of Extraordinary Gentlemen,2003,110.0,"Action,Adventure,Fantasy",5.8,187946.0,"{'en-US': 'In an alternate Victorian Age world, a group of famous contemporary fantasy, science fiction, and adventure characters team up on a secret mission.'}"
tt0311519,movie,The Man Without a Past,Mies vailla menneisyyttä,2002,97.0,"Comedy,Drama,Romance",7.6,27696.0,"{'en-US': 'M arrives in Helsinki only to be viciously attacked by thugs and pronounced dead by medics. He revives but with no memory of his past or his identity. He rebuilds his life from scratch, but the past inevitably catches up with him.'}"
tt0311648,movie,Pieces of April,Pieces of April,2003,80.0,"Comedy,Drama",7.0,22598.0,{'en-US': 'A wayward daughter invites her dying mother and the rest of her estranged family to her apartment for Thanksgiving dinner.'}
tt0312004,movie,Wallace & Gromit: The Curse of the Were-Rabbit,The Curse of the Were-Rabbit,2005,85.0,"Adventure,Animation,Comedy",7.5,152962.0,"{'en-US': 'Wallace and his loyal dog, Gromit, set out to discover the mystery behind the garden sabotage that plagues their village and threatens the annual giant vegetable growing contest.'}"
tt0312528,movie,The Cat in the Hat,The Cat in the Hat,2003,82.0,"Adventure,Comedy,Family",4.1,90701.0,{'en-US': 'Two bored children have their lives turned upside down when a talking cat comes to visit them.'}
tt0312549,movie,Veronica Guerin,Veronica Guerin,2003,98.0,"Biography,Crime,Drama",6.8,22548.0,{'en-US': 'An Irish journalist writes a series of stories about drug dealers.'}
tt0312843,movie,Suicide Club,Jisatsu sâkuru,2001,99.0,"Crime,Drama,Horror",6.5,23086.0,{'en-US': 'A detective is trying to find the cause of a string of suicides.'}
tt0313196,movie,The Crime of Padre Amaro,El crimen del padre Amaro,2002,118.0,"Drama,Romance",6.7,14692.0,"{'en-US': 'Politics and sexual passions threaten to corrupt a young, newly-ordained priest in a small Mexican town.'}"
tt0313443,movie,Out of Time,Out of Time,2003,105.0,"Crime,Drama,Mystery",6.5,68367.0,{'en-US': 'A Florida police chief must solve a vicious double homicide before he himself falls under suspicion.'}
tt0313542,movie,Runaway Jury,Runaway Jury,2003,127.0,"Crime,Drama,Thriller",7.1,113863.0,"{'en-US': 'A juror, a lawyer and a mysterious woman stand in the way of a man trying to manipulate an explosive trial.'}"
tt0313670,movie,Sweet Sixteen,Sweet Sixteen,2002,106.0,"Crime,Drama",7.4,16127.0,"{'en-US': 'Determined to have a normal family life once his mother gets out of prison, a Scottish teenager from a tough background sets out to raise the money for a home.'}"
tt0313737,movie,Two Weeks Notice,Two Weeks Notice,2002,101.0,"Comedy,Romance",6.2,130540.0,"{'en-US': ""A lawyer decides that she's used too much like a nanny by her boss, so she walks out on him.""}"
tt0313792,movie,Anything Else,Anything Else,2003,108.0,"Comedy,Romance",6.3,33428.0,{'en-US': 'Jerry Falk learns a lesson the hard way when he falls in love with the beautiful but flighty Amanda.'}
tt0313911,movie,Agent Cody Banks,Agent Cody Banks,2003,102.0,"Action,Adventure,Comedy",5.1,38036.0,{'en-US': 'A government agent trains Cody Banks in the ways of covert operations that require younger participants.'}
tt0314063,movie,Immortal,Immortel (ad vitam),2004,103.0,"Drama,Sci-Fi,Thriller",5.9,22065.0,"{'en-US': 'In the distant future, Earth is occupied by ancient gods and genetically altered humans. When a god is sentenced to death he seeks a new human host and a woman to bear his child.'}"
tt0314067,movie,Philanthropy,Filantropica,2002,110.0,"Comedy,Drama",8.4,14258.0,"{'en-US': 'Ovidiu, a high-school teacher looking for an extra buck, finds an unexpected way to earn easy money.'}"
tt0314331,movie,Love Actually,Love Actually,2003,135.0,"Comedy,Drama,Romance",7.6,558004.0,"{'en-US': 'Follows the lives of eight very different couples in dealing with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London, England.'}"
tt0314353,movie,Tears of the Sun,Tears of the Sun,2003,121.0,"Action,Drama,Thriller",6.6,134274.0,{'en-US': 'A Special-Ops commander leads his team into the Nigerian jungle in order to rescue a doctor who will only join them if they agree to save 70 refugees too.'}
tt0314412,movie,My Life Without Me,My Life Without Me,2003,106.0,"Drama,Romance",7.4,26215.0,{'en-US': 'A young woman conceals the fact of her terminal cancer to live her life with a passion she never had before.'}
tt0314498,movie,The Perfect Score,The Perfect Score,2004,93.0,"Comedy,Crime,Drama",5.7,26747.0,{'en-US': 'Six high school seniors decide to break into the Princeton Testing Center so they can steal the answers to their upcoming SAT tests and all get perfect scores.'}
tt0314786,movie,The In-Laws,The In-Laws,2003,98.0,"Action,Comedy,Thriller",5.7,18185.0,"{'en-US': ""Right before his daughter's wedding, a mild-mannered foot doctor discovers that his future son-in-law's father is a free-wheeling international spy.""}"
tt0315297,movie,Twisted,Twisted,2004,97.0,"Crime,Drama,Mystery",5.3,24266.0,"{'en-US': 'Jessica, whose father killed her mother and committed suicide, is a police officer. While investigating a murder, she finds herself in the center of her own investigation, when her former lovers start being murdered.'}"
tt0315327,movie,Bruce Almighty,Bruce Almighty,2003,101.0,"Comedy,Fantasy",6.8,451610.0,"{'en-US': ""A whiny news reporter is given the chance to step into God's shoes.""}"
tt0315543,movie,Open Hearts,Elsker dig for evigt,2002,113.0,"Drama,Romance",7.5,11272.0,"{'en-US': 'A Dogme film about an engaged couple that is torn apart after the man is paralyzed in an accident, and the woman falls in love with the husband of the woman who caused the accident.'}"
tt0315642,movie,Wazir,Wazir,2016,103.0,"Crime,Drama,Mystery",7.1,20406.0,{'en-US': 'A grief-stricken cop and an amputee grandmaster are brought together by a peculiar twist of fate as part of a wider conspiracy that has darkened their lives.'}
tt0315733,movie,21 Grams,21 Grams,2003,124.0,"Crime,Drama,Thriller",7.6,249736.0,"{'en-US': 'A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.'}"
tt0315824,movie,The Big Bounce,The Big Bounce,2004,88.0,"Comedy,Crime",4.9,19050.0,"{'en-US': ""A small-time con artist and a Hawaiian real estate developer's mischevious, enterprising mistress team up for a potential $200,000 score.""}"
tt0315983,movie,House of Sand and Fog,House of Sand and Fog,2003,126.0,"Crime,Drama",7.5,74339.0,"{'en-US': ""An abandoned wife is evicted from her house and starts a tragic conflict with her house's new owners.""}"
tt0316356,movie,Open Range,Open Range,2003,139.0,"Action,Drama,Romance",7.4,81205.0,{'en-US': 'A former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt landowner.'}
tt0316396,movie,Peter Pan,Peter Pan,2003,113.0,"Adventure,Family,Fantasy",6.8,82538.0,"{'en-US': 'The Darling family children receive a visit from Peter Pan, who takes them to Never Never Land where an ongoing war with the evil Pirate Captain Hook is taking place.'}"
tt0316465,movie,Radio,Radio,2003,109.0,"Biography,Drama,Sport",6.9,45275.0,{'en-US': 'The story of a high school coach and the developmentally challenged man who he took under his wing.'}
tt0316654,movie,Spider-Man 2,Spider-Man 2,2004,127.0,"Action,Adventure,Sci-Fi",7.5,744095.0,{'en-US': 'Peter Parker is beset with troubles in his failing personal life as he battles a former brilliant scientist named Otto Octavius.'}
tt0316732,movie,Taxi,Taxi,2004,97.0,"Action,Comedy,Crime",4.6,46090.0,{'en-US': 'A mouthy and feisty taxicab driver has hot tips for a green and inept cop set on solving a string of New York City bank robberies committed by a quartet of female Brazilian bank robbers.'}
tt0317132,movie,Because of Winn-Dixie,Because of Winn-Dixie,2005,106.0,"Comedy,Drama,Family",6.4,13183.0,{'en-US': 'A mischievous dog befriends a lonely young girl in a new town and helps her make new friends.'}
tt0317198,movie,Bridget Jones: The Edge of Reason,Bridget Jones: The Edge of Reason,2004,108.0,"Comedy,Drama,Romance",6.0,128891.0,"{'en-US': ""After finding love, Bridget Jones questions if she really has everything she'd ever dreamed of having.""}"
tt0317219,movie,Cars,Cars,2006,116.0,"Adventure,Animation,Comedy",7.3,500633.0,"{'en-US': ""On the way to the biggest race of his life, a hotshot rookie race car gets stranded in a rundown town and learns that winning isn't everything in life.""}"
tt0317248,movie,City of God,Cidade de Deus,2002,130.0,"Crime,Drama",8.6,835231.0,"{'en-US': ""In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.""}"
tt0317303,movie,Daddy Day Care,Daddy Day Care,2003,92.0,"Comedy,Family",5.6,76254.0,"{'en-US': ""Two men named Charlie Hinton and Phil Ryerson get laid off and have to become stay-at-home fathers when they can't find jobs. This inspires them to open their own day care center.""}"
tt0317648,movie,Hidalgo,Hidalgo,2004,136.0,"Action,Adventure,Biography",6.7,87216.0,"{'en-US': 'In 1890, a down-and-out cowboy and his horse travel to Arabia to compete in a deadly cross desert horse race.'}"
tt0317676,movie,House of the Dead,House of the Dead,2003,90.0,"Action,Adventure,Horror",2.1,39265.0,"{'en-US': 'A group of college students travels to a mysterious island to attend a rave, which is soon taken over by bloodthirsty zombies.'}"
tt0317705,movie,The Incredibles,The Incredibles,2004,115.0,"Action,Adventure,Animation",8.0,852127.0,"{'en-US': 'While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.'}"
tt0317740,movie,The Italian Job,The Italian Job,2003,111.0,"Action,Crime,Thriller",7.0,398125.0,"{'en-US': 'After being betrayed and left for dead in Italy, Charlie Croker and his team plan an elaborate gold heist against their former ally.'}"
tt0317910,movie,The Fog of War,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,2003,107.0,"Biography,Documentary,History",8.0,25612.0,"{'en-US': 'The story of America as seen through the eyes of the former Secretary of Defense under President John F. Kennedy and President Lyndon B. Johnson, Robert McNamara.'}"
tt0317919,movie,Mission: Impossible III,Mission: Impossible III,2006,126.0,"Action,Adventure,Thriller",6.9,403040.0,{'en-US': 'IMF agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancée in response.'}
tt0318034,movie,Russian Ark,Russkiy kovcheg,2002,99.0,"Drama,Fantasy,History",7.2,22374.0,"{'en-US': 'A 19th century French aristocrat, notorious for his scathing memoirs about life in Russia, travels through the Russian State Hermitage Museum and encounters historical figures from the last 200+ years.'}"
tt0318081,movie,A Sound of Thunder,A Sound of Thunder,2005,110.0,"Action,Adventure,Horror",4.2,21182.0,"{'en-US': 'A single mistake in the past, by a time travel company in the future, has devastating and unforeseen consequences.'}"
tt0318155,movie,Looney Tunes: Back in Action,Looney Tunes: Back in Action,2003,91.0,"Adventure,Animation,Comedy",5.8,41745.0,"{'en-US': ""Bugs Bunny and Daffy Duck team up with an aspiring stuntman and a studio executive in order to rescue the stuntman's missing father and locate a mythical diamond before the head of a major conglomerate uses it for his own wicked deeds.""}"
tt0318283,movie,Alex & Emma,Alex & Emma,2003,96.0,"Comedy,Romance",5.5,14089.0,{'en-US': 'A writer must turn out a novel in thirty days or face the wrath of loan sharks.'}
tt0318374,movie,The Cooler,The Cooler,2003,101.0,"Drama,Romance",6.9,36342.0,"{'en-US': ""In an old school Las Vegas casino, its top gambling jinx breaks his curse when he falls in love, much to his boss' consternation.""}"
tt0318411,movie,The Magdalene Sisters,The Magdalene Sisters,2002,114.0,Drama,7.7,29230.0,{'en-US': 'Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.'}
tt0318462,movie,The Motorcycle Diaries,Diarios de motocicleta,2004,126.0,"Adventure,Biography,Drama",7.7,106812.0,"{'en-US': 'Ernesto Guevara de la Serna, popularly known as Che, along with his friend Alberto Granado, decides to take a road trip across South America. His experiences on the journey transform him.'}"
tt0318627,movie,Resident Evil: Apocalypse,Resident Evil: Apocalypse,2004,94.0,"Action,Horror,Sci-Fi",6.1,215483.0,"{'en-US': 'Alice wakes up in the Raccoon City hospital after the area has been overrun by zombies, and must now make it out of the city before a nuclear bomb is dropped.'}"
tt0318649,movie,Sahara,Sahara,2005,124.0,"Action,Adventure,Comedy",6.1,106407.0,"{'en-US': 'Master explorer Dirk Pitt goes on the adventure of a lifetime of seeking out a lost Civil War battleship known as the ""Ship of Death"" in the deserts of West Africa while helping a WHO doctor being hounded by a ruthless dictator.'}"
tt0318761,movie,Thumbsucker,Thumbsucker,2005,96.0,"Comedy,Drama",6.5,22238.0,{'en-US': 'Justin throws himself and everyone around him into chaos when he attempts to break free from his addiction to his thumb.'}
tt0318974,movie,The Alamo,The Alamo,2004,137.0,"Drama,History,War",6.1,22885.0,"{'en-US': ""Based on the 1836 standoff between a group of Texan and Tejano men, led by Davy Crockett and Jim Bowie, and Mexican dictator Santa Anna's forces at the Alamo in San Antonio Texas.""}"
tt0319061,movie,Big Fish,Big Fish,2003,125.0,"Adventure,Drama,Fantasy",8.0,468596.0,"{'en-US': ""A frustrated son tries to determine the fact from fiction in his dying father's life.""}"
tt0319262,movie,The Day After Tomorrow,The Day After Tomorrow,2004,124.0,"Action,Adventure,Sci-Fi",6.5,495904.0,"{'en-US': 'Jack Hall, paleoclimatologist, must make a daring trek from Washington, D.C. to New York City to reach his son, trapped in the cross-hairs of a sudden international storm which plunges the planet into a new Ice Age.'}"
tt0319343,movie,Elf,Elf,2003,97.0,"Adventure,Comedy,Family",7.1,329406.0,"{'en-US': ""Raised as an oversized elf, Buddy travels from the North Pole to New York City to meet his biological father, Walter Hobbs, who doesn't know he exists and is in desperate need of some Christmas spirit.""}"
tt0319524,movie,How to Deal,How to Deal,2003,101.0,"Comedy,Drama,Romance",5.6,10062.0,"{'en-US': ""A teenage girl learns to cope with her parents' divorce, her sister's wedding, her best friend's pregnancy, and the attentions of her first serious boyfriend.""}"
tt0319736,movie,The Legend of Bhagat Singh,The Legend of Bhagat Singh,2002,155.0,"Biography,Drama,History",8.1,17741.0,{'en-US': 'The story of a young revolutionary who raised an armed resistance against the British rule in India.'}
tt0319769,movie,Mondays in the Sun,Los lunes al sol,2002,113.0,"Comedy,Drama",7.5,15831.0,"{'en-US': 'This is the story of those who live as if every day was a constant Sunday, those who spend their Mondays in the sun. The story of people who worked in a dockyard but are now unemployed.'}"
tt0319970,tvMovie,Carrie,Carrie,2002,132.0,"Drama,Horror,Sci-Fi",5.4,11982.0,"{'en-US': 'Carrie White is a lonely and painfully shy teenage girl with telekinetic powers who is slowly pushed to the edge of insanity by frequent bullying from both her classmates and her domineering, religious mother.'}"
tt0320193,movie,Oasis,Oasiseu,2002,133.0,"Drama,Romance",7.8,10912.0,{'en-US': 'An irresponsible and childish ex-con befriends a girl with cerebral palsy and develops a progressively stronger bond with her.'}
tt0320244,movie,Party Monster,Party Monster,2003,98.0,"Biography,Crime,Drama",6.2,17707.0,"{'en-US': 'Based on the true story of Michael Alig, a Club Kid party organizer whose life was sent spiraling down when he bragged on television about killing his drug dealer and roommate.'}"
tt0320661,movie,Kingdom of Heaven,Kingdom of Heaven,2005,144.0,"Action,Adventure,Drama",7.3,332437.0,"{'en-US': 'Balian of Ibelin travels to Jerusalem during the Crusades of the 12th century, and there he finds himself as the defender of the city and its people.'}"
tt0320691,movie,Underworld,Underworld,2003,121.0,"Action,Fantasy,Thriller",7.0,293382.0,"{'en-US': 'Selene, a vampire warrior, is entrenched in a conflict between vampires and werewolves, while falling in love with Michael, a human who is sought by werewolves for unknown reasons.'}"
tt0322259,movie,2 Fast 2 Furious,2 Fast 2 Furious,2003,107.0,"Action,Crime,Thriller",5.9,309534.0,"{'en-US': ""Former cop Brian O'Conner is called upon to bust a dangerous criminal and he recruits the help of a former childhood friend and street racer who has a chance to redeem himself.""}"
tt0322330,movie,Freaky Friday,Freaky Friday,2003,97.0,"Comedy,Family,Fantasy",6.3,160403.0,"{'en-US': ""Tess and her daughter, Anna, do not get along. However, things take a turn when, in a freak incident, they switch bodies and are forced to live each other's lives.""}"
tt0322420,movie,Life Is a Miracle,Zivot je cudo,2004,155.0,"Comedy,Drama,Music",7.5,13644.0,"{'en-US': ""What could be better for the village than a scenic railway to bring in the tourists? What could be worse for tourism than war? Luka builds the railway and shuts his eyes to war. Then Luka's wife runs off with a musician and his son is...""}"
tt0322589,movie,Honey,Honey,2003,94.0,"Drama,Music,Romance",5.3,48443.0,"{'en-US': 'Honey is a sexy, tough music video choreographer who shakes up her life after her mentor gives her an ultimatum: sleep with him or be blacklisted within their industry.'}"
tt0322802,movie,Jackass: The Movie,Jackass: The Movie,2002,85.0,"Action,Comedy,Documentary",6.6,104225.0,{'en-US': 'Johnny Knoxville and his band of maniacs perform a variety of stunts and gross-out gags on the big screen for the first time.'}
tt0323013,movie,Lakshya,Lakshya,2004,186.0,"Action,Drama,Romance",7.8,26595.0,"{'en-US': 'An aimless, jobless, irresponsible grown man joins the army and matures into a battlefield hero.'}"
tt0323033,movie,Laws of Attraction,Laws of Attraction,2004,90.0,"Comedy,Romance",5.9,25212.0,"{'en-US': 'Amidst a sea of litigation, two New York City divorce lawyers find love.'}"
tt0323120,movie,Loving Annabelle,Loving Annabelle,2006,77.0,"Drama,Romance",6.2,13908.0,"{'en-US': ""The intelligent Annabelle starts in an elite Catholic girls' boarding high school after being expelled from the previous 2 schools. She's open about being lesbian. She's attracted to her teacher, Simone.""}"
tt0323939,movie,Shade,Shade,2003,101.0,"Crime,Thriller",6.3,13535.0,"{'en-US': 'A group of hustlers encounter ""The Dean"" and pull off a successful sting that results in their pursuit by a vengeful gangster.'}"
tt0323944,movie,Shattered Glass,Shattered Glass,2003,94.0,"Drama,History",7.1,38821.0,{'en-US': 'The story of a young journalist who fell from grace when it was discovered he fabricated over half of his articles from the publication The New Republic magazine.'}
tt0323998,movie,Slim Susie,Smala Sussie,2003,97.0,"Comedy,Crime,Mystery",6.9,10737.0,{'en-US': 'A young man returns to his hometown to look for his missing sister.'}
tt0324127,movie,Suspect Zero,Suspect Zero,2004,99.0,"Crime,Horror,Mystery",5.8,21834.0,{'en-US': 'A mysterious serial killer is preying on other serial killers and one FBI agent suspects there may be more to the vigilante than the obvious characteristics.'}
tt0324133,movie,Swimming Pool,Swimming Pool,2003,102.0,"Crime,Drama,Mystery",6.7,49906.0,"{'en-US': ""A British mystery author visits her publisher's home in the South of France, where her interaction with his unusual daughter sets off some touchy dynamics.""}"
tt0324197,movie,Time of the Wolf,Le temps du loup,2003,114.0,Drama,6.4,11891.0,"{'en-US': 'When Anna and her family arrive at their holiday home, they find it occupied by strangers. This confrontation is just the beginning of a painful learning process.'}"
tt0324216,movie,The Texas Chainsaw Massacre,The Texas Chainsaw Massacre,2003,98.0,Horror,6.2,156967.0,"{'en-US': 'After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding loon and his family of equally psychopathic killers.'}"
tt0324554,movie,Wicker Park,Wicker Park,2004,114.0,"Drama,Mystery,Romance",6.9,59795.0,"{'en-US': 'A young Chicago advertising executive believes a woman he sees in a café is his long-lost love. His belief leads to obsession, as he puts his life on hold in order to trail her.'}"
tt0325055,movie,Sylvia,Sylvia,2003,100.0,"Biography,Drama,Romance",6.3,11453.0,"{'en-US': 'Story of the relationship between poets Edward James ""Ted"" Hughes and Sylvia Plath.'}"
tt0325258,movie,Dickie Roberts: Former Child Star,Dickie Roberts: Former Child Star,2003,98.0,Comedy,5.6,15983.0,{'en-US': 'A thirty-something former child star hires a foster family to re-create the childhood he never had.'}
tt0325537,movie,Head of State,Head of State,2003,95.0,Comedy,5.5,21678.0,"{'en-US': 'When a presidential candidate dies unexpectedly in the middle of the campaign, Washington, D.C. alderman Mays Gilliam is unexpectedly picked as his replacement.'}"
tt0325596,movie,The I Inside,The I Inside,2004,90.0,"Mystery,Sci-Fi,Thriller",6.0,11591.0,{'en-US': 'An amnesiac discovers himself leaping through time between 2000 and 2002 as his past returns to him.'}
tt0325655,movie,The Eye,Gin gwai,2002,99.0,"Horror,Mystery,Thriller",6.6,30543.0,{'en-US': 'A blind girl gets a cornea transplant so that she will be able to see again. She gets more than she bargained for upon realizing she can also see ghosts.'}
tt0325703,movie,Lara Croft: Tomb Raider - The Cradle of Life,Lara Croft: Tomb Raider - The Cradle of Life,2003,117.0,"Action,Adventure,Fantasy",5.5,148287.0,"{'en-US': ""Adventurer Lara Croft goes on a quest to save the mythical Pandora's Box, before an evil scientist finds it, and recruits a former Marine turned mercenary to assist her.""}"
tt0325710,movie,The Last Samurai,The Last Samurai,2003,154.0,"Action,Drama",7.8,487964.0,"{'en-US': 'In 19th century Japan, Nathan Algren, a US army captain, is hired by the Japanese emperor to train his army in the modern warfare techniques. Captain Algren finds himself trapped in a struggle between two eras and two worlds.'}"
tt0325805,movie,Matchstick Men,Matchstick Men,2003,116.0,"Comedy,Crime,Drama",7.3,141963.0,"{'en-US': ""A phobic con artist and his protégé are on the verge of pulling off a lucrative swindle when the former's teenage daughter arrives unexpectedly.""}"
tt0325980,movie,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,2003,143.0,"Action,Adventure,Fantasy",8.1,1262116.0,"{'en-US': 'Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save Elizabeth Swann, the governor\'s daughter and his love, from Jack\'s former pirate allies, who are now undead.'}"
tt0326769,movie,Biker Boyz,Biker Boyz,2003,110.0,"Action,Drama",4.7,14430.0,{'en-US': 'A son of the leader of a legendary group of an urban biker gang tries to retain his championship title.'}
tt0326856,movie,Envy,Envy,2004,99.0,Comedy,4.8,32892.0,"{'en-US': ""A man becomes increasingly jealous of his friend's newfound success.""}"
tt0326905,movie,The Great Raid,The Great Raid,2005,132.0,"Action,Drama,War",6.6,24368.0,"{'en-US': 'Taking place towards the end of WWII, 500 American Soldiers have been entrapped in a camp for 3 years. Beginning to give up hope they will ever be rescued, a group of Rangers goes on a dangerous mission to try and save them.'}"
tt0326977,movie,I'm Not Scared,Io non ho paura,2003,108.0,"Crime,Drama,Mystery",7.4,17237.0,"{'en-US': 'A young boy accidentally discovers a deep hole in the ground, where another boy is kept prisoner.'}"
tt0327056,movie,Mystic River,Mystic River,2003,138.0,"Crime,Drama,Mystery",7.9,502914.0,"{'en-US': ""The tragic murder of a 19-year-old girl reunites three childhood friends still living in Boston--the victim's gangster father, a detective, and the disturbed man they both suspect of killing her.""}"
tt0327084,movie,Over the Hedge,Over the Hedge,2006,83.0,"Adventure,Animation,Comedy",6.7,195979.0,"{'en-US': 'A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating...and learns a lesson about family himself.'}"
tt0327137,movie,Secondhand Lions,Secondhand Lions,2003,109.0,"Comedy,Drama,Family",7.5,64165.0,"{'en-US': ""Fourteen-year-old Walter Caldwell's irresponsible mother Mae sends him to live with his bachelor uncles, Hub and Garth, so that she can go on yet another husband-hunting trip.""}"
tt0327162,movie,The Stepford Wives,The Stepford Wives,2004,93.0,"Comedy,Horror,Sci-Fi",5.4,71890.0,"{'en-US': ""The secret to a Stepford wife lies behind the doors of the Men's Association.""}"
tt0327247,movie,The Whole Ten Yards,The Whole Ten Yards,2004,98.0,"Comedy,Crime,Thriller",5.5,59641.0,"{'en-US': ""Jimmy the Tulip's quiet new life is shaken up by his old pal Oz, whose wife has been kidnapped by a Hungarian mob. The Tulip and his wife Jill spring into action.""}"
tt0327437,movie,Around the World in 80 Days,Around the World in 80 Days,2004,120.0,"Action,Adventure,Comedy",5.9,97270.0,"{'en-US': 'To win a bet, an eccentric British inventor embarks, with his Chinese valet and an aspiring French artist, on a trip full of adventures and dangers around the world in exactly 80 days.'}"
