tconst,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes
tt0160184,movie,D-Tox,D-Tox,2002,96,"Crime,Thriller",5.3,30255.0
tt0160236,movie,Dudley Do-Right,Dudley Do-Right,1999,77,"Comedy,Family,Romance",3.9,11616.0
tt0160399,movie,Impostor,Impostor,2001,95,"Drama,Mystery,Sci-Fi",6.2,24929.0
tt0160484,movie,Lost Souls,Lost Souls,2000,97,"Drama,Horror,Thriller",4.8,11574.0
tt0160611,movie,Ordinary Decent Criminal,Ordinary Decent Criminal,2000,93,"Comedy,Crime",6.3,14599.0
tt0160797,movie,Rules of Engagement,Rules of Engagement,2000,128,"Drama,Thriller,War",6.4,51512.0
tt0160862,movie,She's All That,She's All That,1999,95,"Comedy,Romance",5.9,107298.0
tt0160916,movie,The Story of Us,The Story of Us,1999,95,"Comedy,Drama,Romance",6.0,25413.0
tt0161081,movie,What Lies Beneath,What Lies Beneath,2000,130,"Drama,Horror,Mystery",6.6,140188.0
tt0161083,movie,What's the Worst That Could Happen?,What's the Worst That Could Happen?,2001,94,"Comedy,Crime",5.5,17461.0
tt0161100,movie,The Wood,The Wood,1999,106,"Comedy,Drama,Romance",7.0,10645.0
tt0161860,movie,Nowhere in Africa,Nirgendwo in Afrika,2001,141,"Biography,Drama,History",7.5,14438.0
tt0162222,movie,Cast Away,Cast Away,2000,143,"Adventure,Drama,Romance",7.8,663721.0
tt0162346,movie,Ghost World,Ghost World,2001,111,"Comedy,Drama",7.3,129595.0
tt0162360,movie,"Happy, Texas","Happy, Texas",1999,98,"Action,Comedy,Crime",6.3,10435.0
tt0162650,movie,Shaft,Shaft,2000,99,"Action,Crime,Thriller",6.0,82865.0
tt0162661,movie,Sleepy Hollow,Sleepy Hollow,1999,105,"Fantasy,Horror,Mystery",7.3,398472.0
tt0162677,movie,Summer of Sam,Summer of Sam,1999,142,"Crime,Drama,Romance",6.7,42875.0
tt0162973,movie,Get Real,Get Real,1998,108,"Comedy,Drama,Romance",7.5,14910.0
tt0162983,movie,Hanging Up,Hanging Up,2000,94,"Comedy,Drama",4.9,13456.0
tt0163025,movie,Jurassic Park III,Jurassic Park III,2001,92,"Action,Adventure,Sci-Fi",5.9,352019.0
tt0163187,movie,Runaway Bride,Runaway Bride,1999,116,"Comedy,Romance",5.6,107458.0
tt0163579,movie,Chill Factor,Chill Factor,1999,102,"Action,Adventure,Comedy",5.2,10251.0
tt0163651,movie,American Pie,American Pie,1999,95,Comedy,7.0,450303.0
tt0163978,movie,The Beach,The Beach,2000,119,"Adventure,Drama,Romance",6.6,260558.0
tt0163983,movie,Bless the Child,Bless the Child,2000,107,"Crime,Drama,Horror",5.1,15680.0
tt0163988,movie,Bringing Out the Dead,Bringing Out the Dead,1999,121,"Drama,Thriller",6.9,78860.0
tt0164052,movie,Hollow Man,Hollow Man,2000,112,"Action,Horror,Sci-Fi",5.9,142117.0
tt0164108,movie,The Muse,The Muse,1999,97,Comedy,5.7,11606.0
tt0164114,movie,Drive Me Crazy,Drive Me Crazy,1999,91,"Comedy,Drama,Romance",5.8,22045.0
tt0164181,movie,Stir of Echoes,Stir of Echoes,1999,99,"Horror,Mystery,Thriller",6.9,90520.0
tt0164184,movie,The Sum of All Fears,The Sum of All Fears,2002,124,"Action,Drama,Thriller",6.5,128233.0
tt0164212,movie,Under Suspicion,Under Suspicion,2000,110,"Crime,Drama,Thriller",6.4,29307.0
tt0164334,movie,Along Came a Spider,Along Came a Spider,2001,104,"Crime,Drama,Mystery",6.4,99003.0
tt0164538,movie,Dil Se..,Dil Se..,1998,163,"Drama,Romance",7.5,32366.0
tt0164912,movie,Stuart Little,Stuart Little,1999,84,"Adventure,Comedy,Family",6.0,154958.0
tt0164961,movie,Vidocq,Vidocq,2001,98,"Action,Crime,Fantasy",6.4,23548.0
tt0165078,movie,After Life,Wandafuru raifu,1998,119,"Drama,Fantasy",7.6,14707.0
tt0165546,movie,The Wounds,Rane,1998,103,"Comedy,Crime,Drama",8.0,12141.0
tt0165710,movie,Detroit Rock City,Detroit Rock City,1999,95,"Adventure,Comedy,Music",6.8,42163.0
tt0165798,movie,Ghost Dog: The Way of the Samurai,Ghost Dog: The Way of the Samurai,1999,116,"Crime,Drama",7.5,100412.0
tt0165832,movie,Interstate 60,Interstate 60: Episodes of the Road,2002,116,"Adventure,Comedy,Drama",7.5,38690.0
tt0165854,movie,The Limey,The Limey,1999,89,"Crime,Drama,Mystery",6.9,36233.0
tt0165929,movie,Romeo Must Die,Romeo Must Die,2000,115,"Action,Crime,Thriller",6.1,75360.0
tt0165982,movie,Sinbad: Legend of the Seven Seas,Sinbad: Legend of the Seven Seas,2003,86,"Adventure,Animation,Comedy",6.7,61841.0
tt0166175,movie,East Is East,East Is East,1999,96,"Comedy,Drama",6.9,20465.0
tt0166276,movie,Monkeybone,Monkeybone,2001,93,"Comedy,Fantasy",4.8,19653.0
tt0166396,movie,Waking Ned Devine,Waking Ned,1998,91,Comedy,7.3,28958.0
tt0166485,movie,Anna and the King,Anna and the King,1999,148,"Drama,History,Romance",6.7,39717.0
tt0166813,movie,Spirit: Stallion of the Cimarron,Spirit: Stallion of the Cimarron,2002,83,"Adventure,Animation,Drama",7.2,90077.0
tt0166896,movie,The Straight Story,The Straight Story,1999,112,"Biography,Drama",8.0,103706.0
tt0166924,movie,Mulholland Drive,Mulholland Dr.,2001,147,"Drama,Mystery,Thriller",7.9,405658.0
tt0166943,movie,Music of the Heart,Music of the Heart,1999,124,"Drama,Music",6.7,13581.0
tt0167190,movie,Hellboy,Hellboy,2004,122,"Action,Adventure,Fantasy",6.9,360615.0
tt0167260,movie,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,2003,201,"Adventure,Drama,Fantasy",9.0,2071611.0
tt0167261,movie,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,2002,179,"Adventure,Drama,Fantasy",8.8,1867672.0
tt0167404,movie,The Sixth Sense,The Sixth Sense,1999,107,"Drama,Mystery,Thriller",8.2,1096317.0
tt0167427,movie,Superstar,Superstar,1999,81,"Comedy,Romance",5.2,21024.0
tt0167456,movie,Thunderbirds,Thunderbirds,2004,95,"Action,Adventure,Comedy",4.3,14786.0
tt0168122,tvMovie,Pirates of Silicon Valley,Pirates of Silicon Valley,1999,95,"Biography,Drama,History",7.2,25672.0
tt0168501,movie,The Best Man,The Best Man,1999,120,"Comedy,Drama,Romance",6.7,12393.0
tt0168629,movie,Dancer in the Dark,Dancer in the Dark,2000,135,"Crime,Drama,Musical",7.9,120362.0
tt0168786,movie,Antwone Fisher,Antwone Fisher,2002,120,"Biography,Drama",7.3,39594.0
tt0169102,movie,Lagaan: Once Upon a Time in India,Lagaan: Once Upon a Time in India,2001,224,"Drama,Musical,Sport",8.1,123667.0
tt0169547,movie,American Beauty,American Beauty,1999,122,Drama,8.3,1246606.0
tt0169590,tvMovie,The Batman Superman Movie: World's Finest,The Batman Superman Movie: World's Finest,1997,64,"Action,Adventure,Animation",7.7,10350.0
tt0169858,movie,Neon Genesis Evangelion: The End of Evangelion,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997,87,"Action,Animation,Drama",8.1,70105.0
tt0169880,movie,Neon Genesis Evangelion: Death & Rebirth,Shin seiki Evangelion Gekijô-ban: Shito shinsei,1997,101,"Action,Animation,Drama",7.2,16296.0
tt0170016,movie,How the Grinch Stole Christmas,How the Grinch Stole Christmas,2000,104,"Comedy,Family,Fantasy",6.4,311887.0
tt0170691,movie,Tigerland,Tigerland,2000,101,"Drama,War",6.9,44300.0
tt0171359,movie,Hamlet,Hamlet,2000,112,"Drama,Romance,Thriller",5.9,10210.0
tt0171363,movie,The Haunting,The Haunting,1999,113,"Fantasy,Horror,Mystery",5.0,82458.0
tt0171433,movie,Keeping the Faith,Keeping the Faith,2000,128,"Comedy,Drama,Romance",6.4,53826.0
tt0171580,movie,Nurse Betty,Nurse Betty,2000,110,"Comedy,Crime,Drama",6.3,36674.0
tt0171685,movie,Ratcatcher,Ratcatcher,1999,94,Drama,7.5,12370.0
tt0171804,movie,Boys Don't Cry,Boys Don't Cry,1999,118,"Biography,Crime,Drama",7.5,105871.0
tt0172156,movie,Bad Boys II,Bad Boys II,2003,147,"Action,Comedy,Crime",6.6,280606.0
tt0172396,movie,The End of the Affair,The End of the Affair,1999,102,"Drama,Mystery,Romance",7.0,24727.0
tt0172493,movie,"Girl, Interrupted","Girl, Interrupted",1999,127,"Biography,Drama",7.3,223539.0
tt0172495,movie,Gladiator,Gladiator,2000,155,"Action,Adventure,Drama",8.5,1752789.0
tt0172684,movie,Kuch Kuch Hota Hai,Kuch Kuch Hota Hai,1998,185,"Comedy,Drama,Musical",7.5,59432.0
tt0173716,movie,Cecil B. Demented,Cecil B. Demented,2000,87,"Comedy,Crime,Thriller",6.3,17417.0
tt0173840,movie,Final Fantasy: The Spirits Within,Final Fantasy: The Spirits Within,2001,106,"Action,Adventure,Animation",6.4,84982.0
tt0173886,tvMovie,Halloweentown,Halloweentown,1998,84,"Adventure,Comedy,Family",6.5,22928.0
tt0174480,movie,Autumn in New York,Autumn in New York,2000,103,"Drama,Romance",5.6,29480.0
tt0174856,movie,The Hurricane,The Hurricane,1999,146,"Biography,Drama,Sport",7.6,105082.0
tt0175142,movie,Scary Movie,Scary Movie,2000,88,Comedy,6.3,302236.0
tt0175526,movie,Cherry Falls,Cherry Falls,1999,92,"Horror,Mystery,Thriller",5.3,15371.0
tt0175880,movie,Magnolia,Magnolia,1999,188,Drama,8.0,337396.0
tt0176269,movie,Universal Soldier: The Return,Universal Soldier: The Return,1999,83,"Action,Sci-Fi",4.2,31422.0
tt0176783,movie,Gossip,Gossip,2000,90,"Drama,Mystery,Thriller",5.9,17990.0
tt0177789,movie,Galaxy Quest,Galaxy Quest,1999,102,"Adventure,Comedy,Sci-Fi",7.4,185248.0
tt0177858,movie,In July,Im Juli,2000,99,"Adventure,Comedy,Romance",7.6,23176.0
tt0177971,movie,The Perfect Storm,The Perfect Storm,2000,130,"Action,Adventure,Drama",6.5,183360.0
tt0178737,movie,Mansfield Park,Mansfield Park,1999,112,"Comedy,Drama,Romance",7.0,26702.0
tt0178868,movie,The Ring,Ringu,1998,96,"Horror,Mystery",7.2,81570.0
tt0179098,movie,Moonlight Mile,Moonlight Mile,2002,117,"Drama,Romance",6.6,14961.0
tt0179116,movie,But I'm a Cheerleader,But I'm a Cheerleader,1999,85,"Comedy,Drama,Romance",6.8,46411.0
tt0179626,movie,15 Minutes,15 Minutes,2001,120,"Action,Crime,Drama",6.1,52687.0
tt0180052,movie,The Adventures of Pluto Nash,The Adventures of Pluto Nash,2002,95,"Action,Comedy,Sci-Fi",3.9,27705.0
tt0180073,movie,Quills,Quills,2000,124,"Biography,Drama",7.2,58010.0
tt0180093,movie,Requiem for a Dream,Requiem for a Dream,2000,102,Drama,8.3,936316.0
tt0180734,movie,Hardball,Hard Ball,2001,106,"Comedy,Drama,Sport",6.4,34719.0
tt0180748,movie,In China They Eat Dogs,I Kina spiser de hunde,1999,91,"Action,Comedy,Crime",7.3,23776.0
tt0181288,movie,American Movie,American Movie,1999,107,"Comedy,Documentary",7.8,20481.0
tt0181316,movie,Blue Streak,Blue Streak,1999,93,"Action,Comedy,Crime",6.4,91366.0
tt0181536,movie,Finding Forrester,Finding Forrester,2000,136,"Drama,Sport",7.3,91471.0
tt0181627,movie,Kirikou and the Sorceress,Kirikou et la sorcière,1998,71,"Adventure,Animation,Family",7.5,11283.0
tt0181689,movie,Minority Report,Minority Report,2002,145,"Action,Crime,Mystery",7.6,601136.0
tt0181739,movie,Osmosis Jones,Osmosis Jones,2001,95,"Action,Adventure,Animation",6.3,40162.0
tt0181852,movie,Terminator 3: Rise of the Machines,Terminator 3: Rise of the Machines,2003,109,"Action,Sci-Fi",6.3,427724.0
tt0181865,movie,Traffic,Traffic,2000,147,"Crime,Drama,Thriller",7.5,224686.0
tt0181875,movie,Almost Famous,Almost Famous,2000,122,"Adventure,Comedy,Drama",7.9,303364.0
tt0181984,movie,Boiler Room,Boiler Room,2000,120,"Crime,Drama,Thriller",7.0,57874.0
tt0182789,movie,Bicentennial Man,Bicentennial Man,1999,132,"Drama,Romance,Sci-Fi",6.9,128365.0
tt0183505,movie,"Me, Myself & Irene","Me, Myself & Irene",2000,116,Comedy,6.6,258271.0
tt0183523,movie,Mission to Mars,Mission to Mars,2000,114,"Adventure,Sci-Fi,Thriller",5.7,77905.0
tt0183649,movie,Phone Booth,Phone Booth,2002,81,"Crime,Thriller",7.1,294202.0
tt0183659,movie,Pollock,Pollock,2000,122,"Biography,Drama",7.0,30352.0
tt0183790,movie,A Knight's Tale,A Knight's Tale,2001,132,"Action,Adventure,Drama",7.0,210125.0
tt0183869,movie,Taxi 2,Taxi 2,2000,88,"Action,Comedy,Crime",6.5,61013.0
tt0184526,movie,Gorgeous,Boh lei chun,1999,121,"Action,Comedy,Romance",6.0,14207.0
tt0184791,movie,O,O,2001,95,"Drama,Romance,Thriller",6.1,22288.0
tt0184858,movie,Reindeer Games,Reindeer Games,2000,104,"Action,Crime,Thriller",5.8,43483.0
tt0184894,movie,Shanghai Noon,Shanghai Noon,2000,110,"Action,Adventure,Comedy",6.6,138604.0
tt0184907,movie,Snow Day,Snow Day,2000,89,"Adventure,Comedy,Family",5.2,14243.0
tt0185014,movie,Wonder Boys,Wonder Boys,2000,107,"Comedy,Drama",7.2,67786.0
tt0185125,movie,All About My Mother,Todo sobre mi madre,1999,101,"Comedy,Drama,Romance",7.8,106430.0
tt0185183,movie,Battlefield Earth,Battlefield Earth,2000,117,"Action,Adventure,Sci-Fi",2.5,84521.0
tt0185371,movie,House on Haunted Hill,House on Haunted Hill,1999,93,"Horror,Mystery,Thriller",5.6,61803.0
tt0185431,movie,Little Nicky,Little Nicky,2000,90,"Comedy,Fantasy",5.3,115792.0
tt0185937,movie,The Blair Witch Project,The Blair Witch Project,1999,81,"Horror,Mystery",6.5,301203.0
tt0186045,movie,Drowning Mona,Drowning Mona,2000,96,"Comedy,Crime,Mystery",5.7,15987.0
tt0186151,movie,Frequency,Frequency,2000,118,"Crime,Drama,Mystery",7.4,119364.0
tt0186508,movie,Buena Vista Social Club,Buena Vista Social Club,1999,105,"Documentary,Music",7.6,21320.0
tt0186566,movie,Space Cowboys,Space Cowboys,2000,130,"Action,Adventure,Thriller",6.5,88622.0
tt0186589,movie,Sugar & Spice,Sugar & Spice,2001,81,"Comedy,Crime",5.7,15899.0
tt0186894,movie,Bounce,Bounce,2000,106,"Drama,Romance",5.8,22106.0
tt0186975,movie,Down to You,Down to You,2000,91,"Comedy,Drama,Romance",5.0,16036.0
tt0187078,movie,Gone in 60 Seconds,Gone in Sixty Seconds,2000,118,"Action,Crime,Thriller",6.5,302475.0
tt0187393,movie,The Patriot,The Patriot,2000,165,"Action,Drama,History",7.2,303235.0
tt0187696,movie,Anatomy,Anatomie,2000,103,"Horror,Thriller",6.0,14384.0
tt0187738,movie,Blade II,Blade II,2002,117,"Action,Horror,Sci-Fi",6.7,244160.0
tt0188030,movie,Butterfly,La lengua de las mariposas,1999,96,"Drama,War",7.6,10233.0
tt0188453,movie,Birthday Girl,Birthday Girl,2001,93,"Comedy,Crime,Thriller",6.0,26736.0
tt0188674,movie,Human Traffic,Human Traffic,1999,99,"Comedy,Music",7.1,28269.0
tt0189192,movie,Just Visiting,Just Visiting,2001,88,"Adventure,Comedy,Fantasy",5.7,20659.0
tt0189584,movie,The Big Kahuna,The Big Kahuna,1999,90,"Comedy,Drama",6.5,15254.0
tt0189998,movie,Shadow of the Vampire,Shadow of the Vampire,2000,92,"Drama,Horror",6.9,46553.0
tt0190138,movie,The Whole Nine Yards,The Whole Nine Yards,2000,98,"Comedy,Crime",6.7,132351.0
tt0190332,movie,"Crouching Tiger, Hidden Dragon",Wo hu cang long,2000,120,"Action,Adventure,Drama",7.9,287720.0
tt0190374,movie,Dungeons & Dragons,Dungeons & Dragons,2000,107,"Action,Adventure,Fantasy",3.7,37139.0
tt0190419,movie,Ghulam,Ghulam,1998,162,"Action,Crime,Drama",7.2,12492.0
tt0190524,movie,Left Behind: The Movie,Left Behind,2000,96,"Action,Drama,Fantasy",4.4,10878.0
tt0190590,movie,"O Brother, Where Art Thou?","O Brother, Where Art Thou?",2000,107,"Adventure,Comedy,Crime",7.7,340745.0
tt0190641,movie,Pokémon: The First Movie - Mewtwo Strikes Back,Gekijôban Poketto Monsutâ: Myûtsû no Gyakushû,1998,96,"Action,Adventure,Animation",6.3,47833.0
tt0190865,movie,Vertical Limit,Vertical Limit,2000,124,"Action,Adventure,Drama",6.0,66989.0
tt0191043,movie,The Color of Paradise,Rang-e khoda,1999,90,"Drama,Family",8.1,18776.0
tt0191397,movie,The Replacements,The Replacements,2000,118,"Comedy,Sport",6.6,71959.0
tt0191754,movie,28 Days,28 Days,2000,103,"Comedy,Drama",6.1,56008.0
tt0192071,movie,Get Over It,Get Over It,2001,87,"Comedy,Romance",5.7,20510.0
tt0192111,movie,Head Over Heels,Head Over Heels,2001,86,"Comedy,Mystery,Romance",5.4,15677.0
tt0192255,movie,The Little Vampire,The Little Vampire,2000,95,"Adventure,Comedy,Family",5.8,12034.0
tt0192614,movie,The Skulls,The Skulls,2000,106,"Action,Crime,Drama",5.6,34408.0
tt0192731,movie,Urban Legends: Final Cut,Urban Legends: Final Cut,2000,97,"Horror,Mystery",4.4,19544.0
tt0193253,movie,Jin-Roh: The Wolf Brigade,Jin-Rô,1999,102,"Animation,Drama,Sci-Fi",7.3,19926.0
tt0194314,movie,Romance,Romance,1999,84,"Drama,Romance",5.2,12674.0
tt0195231,movie,Satya,Satya,1998,170,"Action,Crime,Drama",8.3,17587.0
tt0195234,movie,Saving Grace,Saving Grace,2000,93,"Comedy,Crime",6.9,19674.0
tt0195685,movie,Erin Brockovich,Erin Brockovich,2000,131,"Biography,Drama",7.5,233387.0
tt0195714,movie,Final Destination,Final Destination,2000,98,"Horror,Thriller",6.7,298713.0
tt0195945,movie,Next Friday,Next Friday,2000,98,Comedy,6.1,45785.0
tt0196216,movie,Small Time Crooks,Small Time Crooks,2000,94,"Comedy,Crime",6.7,41527.0
tt0196229,movie,Zoolander,Zoolander,2001,90,Comedy,6.5,305141.0
tt0196267,movie,Cruel Intentions 2,Cruel Intentions 2,2000,87,Drama,4.4,16603.0
tt0196857,movie,Play It to the Bone,Play It to the Bone,1999,124,"Comedy,Drama,Sport",5.5,12583.0
tt0198021,movie,Where the Heart Is,Where the Heart Is,2000,120,"Comedy,Drama,Romance",6.7,37413.0
tt0198781,movie,"Monsters, Inc.","Monsters, Inc.",2001,92,"Adventure,Animation,Comedy",8.1,1024674.0
tt0199626,movie,In the Cut,In the Cut,2003,119,"Mystery,Thriller",5.4,27180.0
tt0199683,movie,Kikujiro,Kikujirô no natsu,1999,122,"Comedy,Drama",7.7,22942.0
tt0199725,movie,Love & Basketball,Love & Basketball,2000,124,"Drama,Romance,Sport",7.2,25495.0
tt0199753,movie,Red Planet,Red Planet,2000,106,"Action,Sci-Fi,Thriller",5.7,61040.0
tt0200027,movie,Riding in Cars with Boys,Riding in Cars with Boys,2001,132,"Biography,Comedy,Drama",6.5,31120.0
tt0200071,movie,Rosetta,Rosetta,1999,95,Drama,7.4,16266.0
tt0200087,movie,Sarfarosh,Sarfarosh,1999,174,"Action,Crime,Drama",8.1,27905.0
tt0200465,movie,The Bank Job,The Bank Job,2008,111,"Crime,Thriller",7.2,193292.0
tt0200469,movie,Bats,Bats,1999,91,"Horror,Sci-Fi,Thriller",4.1,11794.0
tt0200550,movie,Coyote Ugly,Coyote Ugly,2000,100,"Comedy,Drama,Music",5.8,124582.0
tt0200654,movie,On Board,Gemide,1998,102,"Crime,Drama",7.9,16767.0
tt0200849,movie,My Best Fiend,Mein liebster Feind - Klaus Kinski,1999,95,"Biography,Documentary",7.8,12642.0
tt0202381,movie,Guest House Paradiso,Guest House Paradiso,1999,89,"Comedy,Thriller",6.1,10905.0
tt0202402,movie,Whatever It Takes,Whatever It Takes,2000,94,"Comedy,Drama,Romance",5.5,12557.0
tt0202470,movie,Rock Star,Rock Star,2001,105,"Drama,Music",6.3,46238.0
tt0202677,movie,The Way of the Gun,The Way of the Gun,2000,119,"Action,Crime,Drama",6.6,36054.0
tt0203009,movie,Moulin Rouge!,Moulin Rouge!,2001,127,"Drama,Musical,Romance",7.6,306826.0
tt0203019,movie,Men of Honor,Men of Honor,2000,129,"Biography,Drama",7.2,128279.0
tt0203119,movie,Sexy Beast,Sexy Beast,2000,89,"Crime,Drama,Thriller",7.3,72533.0
tt0203166,movie,Together,Tillsammans,2000,106,"Comedy,Drama,Romance",7.4,25019.0
tt0203230,movie,You Can Count on Me,You Can Count on Me,2000,111,Drama,7.5,32159.0
tt0203632,movie,The Princess and the Warrior,Der Krieger und die Kaiserin,2000,135,"Drama,Mystery,Romance",7.4,15102.0
tt0203755,movie,One Night at McCool's,One Night at McCool's,2001,93,"Comedy,Crime",6.2,31683.0
tt0204137,movie,Animal Factory,Animal Factory,2000,94,"Crime,Drama",6.6,15287.0
tt0204175,movie,Boys and Girls,Boys and Girls,2000,94,"Comedy,Drama,Romance",5.4,17928.0
tt0204313,movie,Exorcist: The Beginning,Exorcist: The Beginning,2004,114,"Horror,Mystery,Thriller",5.1,40953.0
tt0204626,movie,The Watcher,The Watcher,2000,97,"Crime,Drama,Mystery",5.3,29047.0
tt0204700,movie,Trouble Every Day,Trouble Every Day,2001,101,"Drama,Horror,Thriller",5.9,10090.0
tt0204946,movie,Bring It On,Bring It On,2000,98,"Comedy,Romance,Sport",6.2,109835.0
tt0205000,movie,Deuce Bigalow: Male Gigolo,Deuce Bigalow: Male Gigolo,1999,88,"Comedy,Romance",5.7,82419.0
tt0205177,movie,Kevin & Perry Go Large,Kevin & Perry Go Large,2000,82,"Comedy,Music",5.7,14962.0
tt0205271,movie,Dr. T & the Women,Dr. T & the Women,2000,122,"Comedy,Drama,Romance",4.7,20578.0
tt0205873,movie,The Dish,The Dish,2000,101,"Comedy,Drama,History",7.2,17425.0
tt0206013,movie,My Neighbors the Yamadas,Hôhokekyo tonari no Yamada-kun,1999,104,"Animation,Comedy,Family",7.1,16878.0
tt0206275,movie,Save the Last Dance,Save the Last Dance,2001,112,"Drama,Music,Romance",6.2,67581.0
tt0206314,movie,Joy Ride,Joy Ride,2001,97,"Drama,Mystery,Thriller",6.6,78890.0
tt0206420,movie,Woman on Top,Woman on Top,2000,92,"Comedy,Fantasy,Romance",5.3,11096.0
tt0206634,movie,Children of Men,Children of Men,2006,109,"Drama,Sci-Fi,Thriller",7.9,546506.0
tt0206917,movie,The Man Who Cried,The Man Who Cried,2000,100,"Drama,Music,Romance",6.1,16807.0
tt0207201,movie,What Women Want,What Women Want,2000,127,"Comedy,Fantasy,Romance",6.5,230457.0
tt0208003,movie,Big Momma's House,Big Momma's House,2000,99,"Action,Comedy,Crime",5.2,93198.0
tt0208092,movie,Snatch,Snatch,2000,102,"Comedy,Crime",8.2,943740.0
tt0208196,movie,Happy Accidents,Happy Accidents,2000,110,"Comedy,Romance",7.1,10409.0
tt0208874,movie,The Contender,The Contender,2000,126,"Drama,Thriller",6.9,25541.0
tt0208988,movie,Get Carter,Get Carter,2000,102,"Action,Crime,Drama",5.2,37921.0
tt0208990,movie,The Son's Room,La stanza del figlio,2001,99,Drama,7.3,22049.0
tt0209077,movie,Ken Park,Ken Park,2002,93,Drama,5.8,31411.0
tt0209144,movie,Memento,Memento,2000,113,"Mystery,Thriller",8.4,1375078.0
tt0209163,movie,The Mummy Returns,The Mummy Returns,2001,130,"Action,Adventure,Fantasy",6.4,357110.0
tt0209463,movie,The Wind Will Carry Us,Bad ma ra khahad bord,1999,118,Drama,7.4,13034.0
tt0209475,movie,The Wedding Planner,The Wedding Planner,2001,103,"Comedy,Romance",5.4,89952.0
tt0209933,movie,Beau Travail,Beau travail,1999,92,"Drama,War",7.3,16605.0
tt0209958,movie,The Cell,The Cell,2000,107,"Crime,Horror,Sci-Fi",6.4,112729.0
tt0210065,movie,Gangster No. 1,Gangster No. 1,2000,103,"Crime,Drama,Thriller",6.7,15224.0
tt0210070,movie,Ginger Snaps,Ginger Snaps,2000,108,"Drama,Fantasy,Horror",6.8,55147.0
tt0210075,movie,Girlfight,Girlfight,2000,110,"Drama,Sport",6.7,11683.0
tt0210234,movie,Pokémon the Movie 2000,Gekijôban Poketto Monsutâ Maboroshi no Pokemon Rugia Bakutan,1999,99,"Action,Adventure,Animation",6.1,24795.0
tt0210382,movie,The Weight of Water,The Weight of Water,2000,114,"Crime,Drama,Mystery",5.8,10247.0
tt0210616,movie,Center Stage,Center Stage,2000,115,"Drama,Music,Romance",6.7,23308.0
tt0210945,movie,Remember the Titans,Remember the Titans,2000,113,"Biography,Comedy,Drama",7.8,239916.0
tt0211181,movie,102 Dalmatians,102 Dalmatians,2000,100,"Adventure,Comedy,Family",4.9,40711.0
tt0211443,movie,Jason X,Jason X,2001,92,"Action,Horror,Sci-Fi",4.5,64000.0
tt0211465,movie,Knockaround Guys,Knockaround Guys,2001,92,"Crime,Drama,Thriller",6.1,25306.0
tt0211915,movie,Amélie,Le fabuleux destin d'Amélie Poulain,2001,122,"Comedy,Romance",8.3,816847.0
tt0211933,movie,Awake,Awake,2007,84,"Crime,Drama,Mystery",6.5,83182.0
tt0211934,movie,Baadshah,Baadshah,1999,175,"Action,Comedy,Crime",6.9,21110.0
tt0211938,movie,Bait,Bait,2000,119,"Action,Comedy,Crime",5.7,13426.0
tt0211946,movie,Berlin Calling,Berlin Calling,2008,109,"Comedy,Drama,Music",7.2,15523.0
tt0212338,movie,Meet the Parents,Meet the Parents,2000,108,"Comedy,Romance",7.0,367310.0
tt0212346,movie,Miss Congeniality,Miss Congeniality,2000,109,"Action,Comedy,Crime",6.3,239517.0
tt0212712,movie,2046,2046,2004,129,"Drama,Romance,Sci-Fi",7.4,63713.0
tt0212720,movie,A.I. Artificial Intelligence,A.I. Artificial Intelligence,2001,146,"Adventure,Drama,Sci-Fi",7.2,330763.0
tt0212985,movie,Hannibal,Hannibal,2001,131,"Crime,Drama,Thriller",6.8,303836.0
tt0213149,movie,Pearl Harbor,Pearl Harbor,2001,183,"Action,Drama,Romance",6.2,360724.0
tt0213203,movie,Rugrats in Paris,Rugrats in Paris: The Movie - Rugrats II,2000,78,"Adventure,Animation,Comedy",6.2,14083.0
tt0213790,movie,The Ladies Man,The Ladies Man,2000,84,Comedy,5.2,14124.0
tt0213847,movie,Malena,Malèna,2000,108,"Drama,Romance,War",7.4,118908.0
tt0213890,movie,Mohabbatein,Mohabbatein,2000,216,"Drama,Musical,Romance",7.0,35059.0
tt0214388,movie,100 Girls,100 Girls,2000,94,"Comedy,Romance",5.8,24128.0
tt0214915,movie,Manichithrathazhu,Manichitrathazhu,1993,169,"Comedy,Horror,Mystery",8.7,13446.0
tt0215129,movie,Road Trip,Road Trip,2000,93,Comedy,6.5,183163.0
tt0215545,movie,Bamboozled,Bamboozled,2000,135,"Comedy,Drama,Music",6.7,12693.0
tt0215750,movie,Enemy at the Gates,Enemy at the Gates,2001,131,"Action,Drama,War",7.5,285361.0
tt0216216,movie,The 6th Day,The 6th Day,2000,123,"Action,Mystery,Sci-Fi",5.9,130639.0
tt0216621,tvMovie,A Christmas Carol,A Christmas Carol,1999,95,"Drama,Fantasy",7.4,11649.0
tt0216625,movie,Code Unknown,Code inconnu: Récit incomplet de divers voyages,2000,118,Drama,7.1,15785.0
tt0216651,movie,Vampire Hunter D: Bloodlust,Vampire Hunter D: Bloodlust,2000,103,"Action,Animation,Drama",7.6,38299.0
