tconst,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes
tt1136617,movie,The Killer,The Killer,2023,118,"Action,Adventure,Crime",6.7,210006.0
tt1137450,movie,Death Wish,Death Wish,2018,107,"Action,Crime,Drama",6.3,79166.0
tt11374902,movie,Doctor,Doctor,2021,148,"Action,Comedy,Crime",7.4,19819.0
tt11375428,movie,Hridayam,Hridayam,2022,172,"Drama,Musical,Romance",8.1,17705.0
tt11382384,movie,The Dissident,The Dissident,2020,119,"Crime,Documentary,Thriller",7.8,30823.0
tt11388406,movie,Horse Girl,Horse Girl,2020,103,"Drama,Mystery,Thriller",6.0,21212.0
tt11388580,movie,Miss Americana,Miss Americana,2020,85,"Biography,Documentary,Drama",7.4,25924.0
tt11389748,movie,Mass,Mass,2021,111,Drama,7.6,18617.0
tt11389872,movie,Kingdom of the Planet of the Apes,Kingdom of the Planet of the Apes,2024,145,"Action,Adventure,Drama",6.9,151186.0
tt11390036,movie,A Fall from Grace,A Fall from Grace,2020,120,"Crime,Drama,Mystery",5.9,17974.0
tt1139328,movie,The Ghost Writer,The Ghost Writer,2010,128,"Crime,Drama,Mystery",7.2,173841.0
tt11394332,movie,Spree,Spree,2020,93,"Comedy,Crime,Horror",5.9,18302.0
tt1139592,movie,Jeepers Creepers III,Jeepers Creepers 3,2017,100,Horror,3.9,25574.0
tt11396310,movie,Viduthalai: Part 1,Viduthalai Part 1,2023,150,"Action,Crime,Drama",8.2,10907.0
tt1139668,movie,The Unborn,The Unborn,2009,88,"Horror,Mystery,Thriller",4.7,54081.0
tt1139797,movie,Let the Right One In,Låt den rätte komma in,2008,114,"Drama,Fantasy,Horror",7.8,233036.0
tt11422728,movie,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)","Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021,118,"Documentary,History,Music",8.0,14609.0
tt1142433,movie,Post Grad,Post Grad,2009,88,"Comedy,Family,Romance",5.3,15384.0
tt11426232,movie,Totally Killer,Totally Killer,2023,106,"Comedy,Horror,Sci-Fi",6.5,62029.0
tt11426572,movie,Wedding Season,Wedding Season,2022,98,"Comedy,Romance",6.3,11849.0
tt1142800,movie,Madea Goes to Jail,Madea Goes to Jail,2009,103,"Comedy,Crime,Drama",4.6,13331.0
tt1142977,movie,Frankenweenie,Frankenweenie,2012,87,"Animation,Comedy,Drama",6.9,121854.0
tt1142988,movie,The Ugly Truth,The Ugly Truth,2009,96,"Comedy,Romance",6.4,236223.0
tt1144884,movie,The Final Destination,The Final Destination,2009,82,"Horror,Thriller",5.1,122278.0
tt11456054,movie,Run Hide Fight,Run Hide Fight,2020,109,"Action,Crime,Drama",6.3,29066.0
tt11460992,movie,Runway 34,Runway 34,2022,145,"Drama,Thriller",7.0,31020.0
tt1146325,movie,Singh Is King,Singh Is Kinng,2008,135,"Action,Comedy,Crime",5.8,17254.0
tt1146438,tvMovie,The Librarian III: The Curse of the Judas Chalice,The Librarian: The Curse of the Judas Chalice,2008,90,"Action,Adventure,Comedy",6.4,14702.0
tt11464826,movie,The Social Dilemma,The Social Dilemma,2020,94,"Documentary,Drama",7.6,91934.0
tt11466222,movie,Jackass Forever,Jackass Forever,2022,96,"Action,Comedy,Documentary",6.8,53418.0
tt1148204,movie,Orphan,Orphan,2009,123,"Horror,Mystery,Thriller",7.0,266152.0
tt1149361,movie,Micmacs,Micmacs à tire-larigot,2009,105,"Action,Comedy,Crime",7.1,31688.0
tt1149362,movie,The White Ribbon,Das weiße Band - Eine deutsche Kindergeschichte,2009,144,"Drama,Mystery,Thriller",7.8,79662.0
tt11497716,movie,The Legend,The Legend,2022,161,"Action,Drama,Romance",4.7,29450.0
tt1151309,movie,Bigger Stronger Faster*,Bigger Stronger Faster*,2008,105,"Documentary,Sport",7.5,13969.0
tt1151359,movie,Leaves of Grass,Leaves of Grass,2009,105,"Comedy,Crime,Drama",6.4,28327.0
tt11514780,movie,Choose or Die,Choose or Die,2022,84,"Drama,Horror,Thriller",4.8,27517.0
tt1151922,movie,Miss March,Miss March,2009,90,"Comedy,Romance",5.0,22572.0
tt1152398,movie,Beastly,Beastly,2011,86,"Drama,Fantasy,Romance",5.5,80979.0
tt11525644,movie,No Sudden Move,No Sudden Move,2021,115,"Crime,Drama,Mystery",6.4,43042.0
tt1152758,movie,Dear Zachary: A Letter to a Son About His Father,Dear Zachary: A Letter to a Son About His Father,2008,95,"Biography,Crime,Documentary",8.5,43038.0
tt1152836,movie,Public Enemies,Public Enemies,2009,140,"Biography,Crime,Drama",6.9,328031.0
tt1152850,movie,Wendy and Lucy,Wendy and Lucy,2008,80,Drama,7.1,20356.0
tt11535228,movie,Emergency Declaration,Bisang seoneon,2021,141,"Action,Drama,Thriller",6.8,10949.0
tt1153706,movie,Dance Flick,Dance Flick,2009,83,"Action,Comedy,Music",3.6,13038.0
tt11540284,movie,8-Bit Christmas,8-Bit Christmas,2021,97,"Comedy,Family",6.7,23703.0
tt11540726,movie,Resurrection,Resurrection,2022,103,"Crime,Drama,Horror",5.9,13098.0
tt11541872,movie,Big Bug,BigBug,2022,111,"Comedy,Sci-Fi",5.5,10939.0
tt1155056,movie,"I Love You, Man","I Love You, Man",2009,105,"Comedy,Romance",7.0,221540.0
tt1155076,movie,The Karate Kid,The Karate Kid,2010,140,"Action,Drama,Family",6.2,215835.0
tt11555492,movie,Farha,Farha,2021,92,Drama,8.0,90354.0
tt1155592,movie,Man on Wire,Man on Wire,2008,94,"Biography,Crime,Documentary",7.7,59696.0
tt11563598,movie,A Complete Unknown,A Complete Unknown,2024,141,"Biography,Drama,Music",7.4,73444.0
tt1156398,movie,Zombieland,Zombieland,2009,88,"Action,Comedy,Horror",7.5,643977.0
tt11564570,movie,Glass Onion,Glass Onion,2022,139,"Comedy,Crime,Drama",7.1,474547.0
tt1157605,movie,Anvil: The Story of Anvil,Anvil: The Story of Anvil,2008,80,"Biography,Documentary,Drama",7.9,17101.0
tt11576124,movie,Rogue,Rogue,2020,105,"Action,Horror,Thriller",4.2,10283.0
tt11580854,movie,Sarpatta Parambarai,Sarpatta parambarai,2021,173,"Action,Drama,Sport",8.5,26655.0
tt11581174,movie,Karnan,Karnan,2021,158,"Action,Drama",8.0,24375.0
tt1160368,movie,12 Rounds,12 Rounds,2009,108,"Action,Crime,Thriller",5.6,31208.0
tt1160419,movie,Dune: Part One,Dune: Part One,2021,155,"Action,Adventure,Drama",8.0,952278.0
tt1160996,movie,The Colony,The Colony,2013,95,"Action,Horror,Sci-Fi",5.3,48253.0
tt1161418,movie,Gentlemen Broncos,Gentlemen Broncos,2009,90,"Comedy,Fantasy,Sci-Fi",6.2,13759.0
tt1161864,movie,The Rite,The Rite,2011,114,"Drama,Horror,Mystery",6.0,104379.0
tt11628854,movie,Silent Night,Silent Night,2021,92,"Comedy,Drama,Horror",5.8,22841.0
tt1164999,movie,Biutiful,Biutiful,2010,148,"Drama,Romance",7.4,96336.0
tt11650226,movie,Vengeance Is Mine,Vengeance Is Mine,2021,79,"Action,Thriller",5.0,10141.0
tt11651796,movie,AK vs AK,AK vs AK,2020,108,"Comedy,Crime,Drama",6.9,15552.0
tt11655202,movie,Riders of Justice,Retfærdighedens ryttere,2020,116,"Action,Comedy,Drama",7.5,69756.0
tt11656172,movie,Hard Kill,Hard Kill,2020,98,"Action,Thriller",3.1,19696.0
tt11656220,movie,Midnight in the Switchgrass,Midnight in the Switchgrass,2021,99,"Crime,Mystery,Thriller",4.6,11971.0
tt11657662,movie,The Witcher: Nightmare of the Wolf,The Witcher: Nightmare of the Wolf,2021,83,"Action,Adventure,Animation",7.2,53317.0
tt1166100,movie,Ghajini,Ghajini,2008,186,"Action,Mystery,Thriller",7.4,69072.0
tt11663228,movie,Jailer,Jailer,2023,168,"Action,Comedy,Crime",7.1,40077.0
tt11671006,movie,The Man from Toronto,The Man from Toronto,2022,110,"Action,Adventure,Comedy",5.8,63597.0
tt11674730,movie,The Last Stop in Yuma County,The Last Stop in Yuma County,2023,90,"Crime,Drama,Thriller",6.9,18720.0
tt1167638,movie,22 Bullets,L'immortel,2010,117,"Action,Crime,Drama",6.6,37205.0
tt1167660,movie,OSS 117: Lost in Rio,OSS 117 : Rio ne répond plus,2009,101,"Action,Adventure,Comedy",6.8,17193.0
tt11681250,movie,Godmothered,Godmothered,2020,110,"Comedy,Drama,Family",6.1,14513.0
tt11686490,movie,The Deep House,The Deep House,2021,85,"Drama,Horror,Mystery",5.3,18576.0
tt11687002,movie,The Outrun,The Outrun,2024,118,Drama,6.9,15266.0
tt11687104,movie,"Alice, Darling","Alice, Darling",2022,89,"Drama,Mystery,Romance",5.6,13207.0
tt11700260,movie,Official Competition,Competencia oficial,2021,115,"Comedy,Drama",7.0,16456.0
tt11703050,movie,The House,The House,2022,97,"Animation,Comedy,Drama",6.8,24150.0
tt11703244,movie,The Blackening,The Blackening,2022,97,"Comedy,Horror,Mystery",6.0,22154.0
tt1170358,movie,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,2013,161,"Adventure,Fantasy",7.8,730341.0
tt11703710,movie,Downton Abbey: A New Era,Downton Abbey: A New Era,2022,124,"Drama,Romance",7.4,34553.0
tt1171701,movie,The Breath,Nefes,2009,128,"Action,Drama,Thriller",8.0,36181.0
tt11720440,movie,Carry on Jatta 3,Carry on Jatta 3,2023,136,"Comedy,Drama,Romance",5.9,11242.0
tt1172049,movie,Demolition,Demolition,2015,101,"Comedy,Drama",7.0,121692.0
tt1172233,movie,Whip It,Whip It,2009,111,"Drama,Sport",6.9,71374.0
tt1172570,movie,Bronson,Bronson,2008,92,"Action,Crime,Drama",7.0,144647.0
tt1172571,movie,The Children,The Children,2008,84,"Horror,Mystery,Thriller",5.9,19392.0
tt11729298,movie,American Underdog,American Underdog,2021,112,"Biography,Drama,Romance",7.1,26259.0
tt1172991,movie,The Company Men,The Company Men,2010,104,Drama,6.7,49716.0
tt1172994,movie,The House of the Devil,The House of the Devil,2009,95,"Horror,Mystery",6.3,53737.0
tt11732164,movie,Pathu Thala,Pathu Thala,2023,151,"Action,Crime,Drama",6.7,10068.0
tt1173687,movie,The Bang Bang Club,The Bang Bang Club,2010,106,"Biography,Drama,History",6.9,11748.0
tt1173745,movie,Revanche,Revanche,2008,121,"Crime,Drama,Romance",7.5,16670.0
tt11742798,movie,Afterlife of the Party,Afterlife of the Party,2021,109,"Comedy,Drama,Fantasy",5.8,11141.0
tt1174730,movie,City Island,City Island,2009,104,"Comedy,Drama",7.3,32956.0
tt1174732,movie,An Education,An Education,2009,100,Drama,7.2,139621.0
tt1174954,movie,Resident Evil: Degeneration,Baiohazâdo: Dijenerêshon,2008,98,"Action,Animation,Horror",6.4,33908.0
tt11750282,movie,Don't Listen,Voces,2020,97,"Adventure,Drama,Horror",6.1,18012.0
tt1175491,movie,W.,W.,2008,129,"Biography,Comedy,Drama",6.3,50808.0
tt1175506,movie,Me and Orson Welles,Me and Orson Welles,2008,114,"Comedy,Drama",6.7,12129.0
tt11755740,movie,Texas Chainsaw Massacre,Texas Chainsaw Massacre,2022,81,"Crime,Horror,Thriller",4.7,65889.0
tt1175709,movie,All Good Things,All Good Things,2010,101,"Crime,Drama,Mystery",6.3,62404.0
tt11762114,movie,Mean Girls,Mean Girls,2024,112,"Comedy,Musical",5.5,36966.0
tt11762434,movie,Cosmic Sin,Cosmic Sin,2021,88,"Action,Sci-Fi",2.5,15589.0
tt1176251,movie,Gigantic,Gigantic,2008,98,"Comedy,Drama,Romance",6.0,10040.0
tt1176740,movie,Away We Go,Away We Go,2009,98,"Comedy,Drama,Romance",7.0,55913.0
tt11772746,movie,Thiruchitrambalam,Thiruchitrambalam,2022,131,"Comedy,Drama,Musical",7.9,16718.0
tt11773378,movie,Akhanda,Akhanda,2021,167,"Action,Drama",6.8,19828.0
tt11777738,movie,A Hero,Ghahreman,2021,127,Drama,7.5,31374.0
tt11783766,movie,Ram Setu,Ram Setu,2022,140,"Action,Adventure,Thriller",5.3,18299.0
tt1178663,movie,Whatever Works,Whatever Works,2009,93,"Comedy,Romance",7.1,78002.0
tt1178665,movie,A Walk in the Woods,A Walk in the Woods,2015,104,"Adventure,Biography,Comedy",6.4,30848.0
tt1179025,movie,The Extraordinary Adventures of Adèle Blanc-Sec,Les aventures extraordinaires d'Adèle Blanc-Sec,2010,107,"Action,Adventure,Comedy",6.3,23626.0
tt1179031,movie,Cold in July,Cold in July,2014,109,"Crime,Thriller",6.7,38654.0
tt1179034,movie,From Paris with Love,From Paris with Love,2010,92,"Action,Crime,Thriller",6.4,123876.0
tt1179056,movie,A Nightmare on Elm Street,A Nightmare on Elm Street,2010,95,"Crime,Drama,Horror",5.2,111031.0
tt1179069,movie,6 Souls,6 Souls,2010,112,"Horror,Mystery,Thriller",6.0,37928.0
tt11790780,movie,The Alpinist,The Alpinist,2021,92,"Biography,Documentary",7.9,15802.0
tt1179258,movie,Chéri,Chéri,2009,86,"Comedy,Drama,Romance",6.1,11892.0
tt1179794,movie,Timer,TiMER,2009,99,"Comedy,Drama,Romance",6.5,14163.0
tt1179891,movie,My Bloody Valentine,My Bloody Valentine,2009,101,"Horror,Mystery,Thriller",5.4,62888.0
tt1179904,movie,Paranormal Activity,Paranormal Activity,2007,86,"Horror,Mystery",6.3,264374.0
tt1179933,movie,10 Cloverfield Lane,10 Cloverfield Lane,2016,103,"Drama,Horror,Sci-Fi",7.2,370305.0
tt11804152,movie,Till Death,Till Death,2021,91,"Horror,Thriller",5.9,29107.0
tt1180583,movie,Vaaranam Aayiram,Vaaranam Aayiram,2008,169,"Action,Drama,Musical",8.2,15030.0
tt11809034,movie,Rurouni Kenshin: Final Chapter Part I - The Final,Rurôni Kenshin: Sai shûshô - The Final,2021,138,"Action,Adventure,Drama",7.2,11406.0
tt11813216,movie,The Banshees of Inisherin,The Banshees of Inisherin,2022,114,"Comedy,Drama",7.7,277678.0
tt1181614,movie,Wuthering Heights,Wuthering Heights,2011,129,"Drama,Romance",6.0,11380.0
tt1181791,movie,Black Death,Black Death,2010,102,"Action,Drama,History",6.4,52842.0
tt1181795,movie,Bunraku,Bunraku,2010,124,"Action,Drama,Thriller",6.1,20793.0
tt11820950,movie,The Portable Door,The Portable Door,2023,116,"Adventure,Comedy,Fantasy",6.1,11152.0
tt11821912,movie,Devara Part 1,Devara: Part 1,2024,176,"Action,Drama,Thriller",6.0,20247.0
tt1182345,movie,Moon,Moon,2009,97,"Drama,Mystery,Sci-Fi",7.8,385645.0
tt1182350,movie,You Will Meet a Tall Dark Stranger,You Will Meet a Tall Dark Stranger,2010,98,"Comedy,Drama,Romance",6.3,48118.0
tt11827628,movie,Memory,Memory,2022,114,"Action,Crime,Thriller",5.7,39212.0
tt1182921,movie,Ninja,Ninja,2009,86,"Action,Thriller",5.5,14374.0
tt1182937,movie,Rab Ne Bana Di Jodi,Rab Ne Bana Di Jodi,2008,167,"Comedy,Drama,Music",7.2,55955.0
tt1182972,movie,Bachna Ae Haseeno,Bachna Ae Haseeno,2008,152,"Comedy,Drama,Romance",6.2,13018.0
tt1183251,movie,Beyond a Reasonable Doubt,Beyond a Reasonable Doubt,2009,106,"Crime,Drama,Mystery",5.8,14227.0
tt1183252,movie,Chocolate,Chocolate,2008,110,"Action,Drama",6.9,19168.0
tt1183276,movie,The Horde,La horde,2009,90,"Action,Horror",5.9,16767.0
tt11833648,movie,The Book of Sun,Shams Al-Ma'arif,2020,120,Comedy,7.9,12034.0
tt1183374,movie,Pet,Pet,2016,94,"Crime,Horror,Thriller",5.7,19645.0
tt1183665,movie,Cracks,Cracks,2009,104,"Drama,Mystery,Thriller",6.6,21587.0
tt1183732,movie,Tokyo Gore Police,Tôkyô zankoku keisatsu,2008,110,"Action,Comedy,Horror",5.9,13351.0
tt1183919,movie,Marley,Marley,2012,144,"Biography,Documentary,Music",7.9,14764.0
tt1183923,movie,Welcome to the Rileys,Welcome to the Rileys,2010,110,Drama,6.9,25630.0
tt11847410,movie,The Fallout,The Fallout,2021,96,Drama,7.0,38473.0
tt11851548,movie,Orphan: First Kill,Orphan: First Kill,2022,99,"Crime,Drama,Horror",5.9,50819.0
tt1185266,movie,Stan Helsing,Stan Helsing,2009,90,"Comedy,Fantasy,Horror",3.6,15374.0
tt1185416,movie,When in Rome,When in Rome,2010,91,"Comedy,Romance",5.5,66158.0
tt1185420,movie,Dostana,Dostana,2008,145,"Comedy,Drama,Romance",6.4,16676.0
tt1185616,movie,Waltz with Bashir,Vals Im Bashir,2008,90,"Animation,Biography,Documentary",8.0,61681.0
tt1185834,movie,Star Wars: The Clone Wars,Star Wars: The Clone Wars,2008,98,"Action,Adventure,Animation",5.9,76217.0
tt1185836,movie,Adam,Adam,2009,99,"Comedy,Drama,Romance",7.1,36271.0
tt11858890,movie,The Creator,The Creator,2023,133,"Action,Adventure,Drama",6.7,184845.0
tt1186367,movie,Ninja Assassin,Ninja Assassin,2009,99,"Action,Thriller",6.3,77477.0
tt1186370,movie,Spread,Spread,2009,97,"Comedy,Drama,Romance",5.8,42645.0
tt11866324,movie,Prey,Prey,2022,100,"Action,Adventure,Horror",7.1,247000.0
tt1186830,movie,Agora,Agora,2009,127,"Adventure,Biography,Drama",7.1,74566.0
tt1187043,movie,3 Idiots,3 Idiots,2009,170,"Comedy,Drama",8.4,456850.0
tt1187064,movie,Triangle,Triangle,2009,99,"Fantasy,Mystery,Sci-Fi",6.9,139275.0
tt11873440,movie,Heropanti 2,Heropanti 2,2022,145,"Action,Comedy,Crime",2.3,27861.0
tt1188113,movie,Peacock,Peacock,2010,90,"Drama,Mystery,Thriller",6.2,12845.0
tt1188729,movie,Pandorum,Pandorum,2009,108,"Action,Horror,Mystery",6.7,163671.0
tt1188982,movie,Jai Ho,Jai Ho,2014,135,"Action,Drama",5.0,21398.0
tt1188990,movie,Cold Prey 2,Fritt vilt II,2008,90,"Horror,Thriller",6.1,10280.0
tt1188996,movie,My Name Is Khan,My Name Is Khan,2010,165,"Drama,Romance",7.9,119422.0
tt1189073,movie,The Skin I Live In,La piel que habito,2011,120,"Drama,Mystery,Thriller",7.6,173682.0
tt11893274,movie,Downfall: The Case Against Boeing,Downfall: The Case Against Boeing,2022,89,Documentary,7.4,14159.0
tt1189340,movie,The Lincoln Lawyer,The Lincoln Lawyer,2011,118,"Crime,Drama,Mystery",7.3,261737.0
tt11897478,movie,The Stranger,The Stranger,2022,117,"Crime,Drama,Thriller",6.6,28467.0
tt1190080,movie,2012,2012,2009,158,"Action,Adventure,Sci-Fi",5.8,409688.0
tt1190536,movie,Black Dynamite,Black Dynamite,2009,84,"Action,Comedy",7.4,53192.0
tt1190539,movie,The Chaser,Chugyeokja,2008,125,"Action,Crime,Drama",7.8,76371.0
tt11905462,movie,Athlete A,Athlete A,2020,103,"Crime,Documentary,Sport",7.6,13064.0
tt11905962,movie,Sputnik,Sputnik,2020,113,"Drama,Horror,Mystery",6.4,28628.0
tt1190617,movie,An American Carol,An American Carol,2008,83,"Comedy,Fantasy",4.0,10240.0
tt11909878,movie,Hocus Pocus 2,Hocus Pocus 2,2022,103,"Comedy,Family,Fantasy",6.0,56229.0
tt1191111,movie,Enter the Void,Enter the Void,2009,161,"Drama,Fantasy",7.2,91302.0
tt1192628,movie,Rango,Rango,2011,107,"Action,Adventure,Animation",7.3,304439.0
tt1193138,movie,Up in the Air,Up in the Air,2009,109,"Comedy,Drama,Romance",7.4,354965.0
tt11934846,movie,Badhaai Do,Badhaai Do,2022,147,"Comedy,Crime,Drama",7.0,21873.0
tt1193516,movie,Recep Ivedik,Recep Ivedik,2008,90,Comedy,4.9,30078.0
tt1193631,movie,Step Up 3D,Step Up 3D,2010,107,"Drama,Music,Romance",6.2,61324.0
tt1194173,movie,The Bourne Legacy,The Bourne Legacy,2012,135,"Action,Adventure,Thriller",6.6,321661.0
tt1194238,movie,Polytechnique,Polytechnique,2009,77,"Crime,Drama,History",7.2,20224.0
tt1194263,movie,Get Low,Get Low,2009,103,"Drama,Mystery",7.0,24290.0
tt1194417,movie,Casino Jack,Casino Jack,2010,108,"Biography,Comedy,Crime",6.2,17995.0
tt11947158,movie,Ek Villain Returns,Ek Villain Returns,2022,129,"Action,Romance,Thriller",4.4,16047.0
tt11951276,movie,The Other Zoey,The Other Zoey,2023,91,"Comedy,Drama,Romance",5.9,12444.0
tt1195478,movie,The Five-Year Engagement,The Five-Year Engagement,2012,124,"Comedy,Drama,Romance",6.2,103875.0
tt11958344,movie,A Whisker Away,Nakitai watashi wa neko o kaburu,2020,104,"Adventure,Animation,Drama",6.7,15910.0
tt1196141,movie,Diary of a Wimpy Kid,Diary of a Wimpy Kid,2010,94,"Comedy,Drama,Family",6.2,61689.0
tt1196204,movie,Cemetery Junction,Cemetery Junction,2010,95,"Comedy,Drama",6.8,24434.0
tt1196339,tvMovie,Princess Protection Program,Princess Protection Program,2009,90,"Comedy,Drama,Family",5.7,27739.0
tt1196948,movie,Charlie Countryman,The Necessary Death of Charlie Countryman,2013,103,"Comedy,Drama,Romance",6.3,30294.0
tt1196956,movie,One Chance,One Chance,2013,103,"Biography,Comedy,Drama",6.8,13600.0
tt11976134,movie,Singham Again,Singham Again,2024,144,"Action,Crime,Drama",4.7,74864.0
tt1197624,movie,Law Abiding Citizen,Law Abiding Citizen,2009,109,"Action,Crime,Drama",7.4,333193.0
tt1197628,movie,Observe and Report,Observe and Report,2009,86,"Action,Comedy,Crime",5.8,66432.0
tt11976532,movie,Vengeance,Vengeance,2022,107,"Comedy,Music,Mystery",6.8,40030.0
tt1198101,movie,Kites,Kites,2010,123,"Action,Drama,Romance",6.0,14089.0
tt1198138,movie,Obsessed,Obsessed,2009,108,"Drama,Romance,Thriller",5.0,35198.0
tt1198156,movie,You're Not You,You're Not You,2014,102,Drama,7.3,27437.0
tt11989890,tvMovie,David Attenborough: A Life on Our Planet,David Attenborough: A Life on Our Planet,2020,83,"Biography,Documentary",8.9,35345.0
tt11991748,movie,Rurouni Kenshin: Final Chapter Part II - The Beginning,Rurôni Kenshin: Sai shûshô - The Beginning,2021,137,"Action,Adventure,Drama",7.4,11578.0
tt11992694,movie,Corsage,Corsage,2022,114,"Biography,Drama,History",6.5,10892.0
tt11998558,movie,Varisu,Varisu,2023,169,"Action,Comedy,Drama",5.9,40247.0
tt1200263,movie,The Color Purple,The Color Purple,2023,141,"Drama,Musical",6.8,19070.0
tt12003946,movie,Violent Night,Violent Night,2022,112,"Action,Comedy,Thriller",6.7,113798.0
tt12004038,movie,Watcher,Watcher,2022,96,"Drama,Horror,Thriller",6.3,56373.0
tt1201167,movie,Funny People,Funny People,2009,146,"Comedy,Drama",6.3,125371.0
tt12015102,movie,Vikrant Rona,VR (Vikrant Rona),2022,148,"Action,Drama,Mystery",6.9,29183.0
tt1201607,movie,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows - Part 2,2011,130,"Adventure,Family,Fantasy",8.1,994068.0
tt12037194,movie,Furiosa: A Mad Max Saga,Furiosa: A Mad Max Saga,2024,148,"Action,Adventure,Sci-Fi",7.5,284287.0
tt1204340,movie,Tyrannosaur,Tyrannosaur,2011,92,Drama,7.5,34541.0
tt1204342,movie,The Muppets,The Muppets,2011,103,"Adventure,Comedy,Family",7.1,98820.0
tt1204975,movie,Last Vegas,Last Vegas,2013,105,Comedy,6.6,138530.0
tt1204977,movie,Ouija,Ouija,2014,89,"Horror,Mystery,Thriller",4.5,59965.0
tt1205489,movie,Gran Torino,Gran Torino,2008,116,Drama,8.1,837583.0
tt1205535,movie,The Rebound,The Rebound,2009,95,"Comedy,Romance",6.3,51217.0
tt1205537,movie,Jack Ryan: Shadow Recruit,Jack Ryan: Shadow Recruit,2014,105,"Action,Drama,Thriller",6.2,140512.0
tt1205558,movie,Hick,Hick,2011,99,"Comedy,Drama",5.5,21304.0
tt1206543,movie,Out of the Furnace,Out of the Furnace,2013,116,"Crime,Drama,Thriller",6.7,128431.0
tt1206885,movie,Rambo: Last Blood,Rambo: Last Blood,2019,89,"Action,Crime,Thriller",6.1,114976.0
tt1210042,movie,Brooklyn's Finest,Brooklyn's Finest,2009,132,"Crime,Drama,Thriller",6.7,67569.0
tt1210166,movie,Moneyball,Moneyball,2011,133,"Biography,Drama,Sport",7.6,485036.0
tt1210819,movie,The Lone Ranger,The Lone Ranger,2013,150,"Action,Adventure,Drama",6.4,248581.0
tt1211837,movie,Doctor Strange,Doctor Strange,2016,115,"Action,Adventure,Fantasy",7.5,840252.0
tt1211956,movie,Escape Plan,Escape Plan,2013,115,"Action,Thriller",6.7,264551.0
tt1212419,movie,Hereafter,Hereafter,2010,129,"Drama,Fantasy,Romance",6.5,97057.0
tt1212428,movie,The Lost City of Z,The Lost City of Z,2016,141,"Adventure,Biography,Drama",6.6,102584.0
tt1212436,movie,The Back-up Plan,The Back-up Plan,2010,104,"Comedy,Romance",5.3,53664.0
tt1212450,movie,Lawless,Lawless,2012,116,"Biography,Crime,Drama",7.2,258284.0
tt1212974,movie,Bitch Slap,Bitch Slap,2009,109,"Action,Comedy,Crime",4.5,14327.0
tt1213012,movie,Alpha and Omega,Alpha and Omega,2010,90,"Adventure,Animation,Comedy",5.1,15656.0
tt1213641,movie,First Man,First Man,2018,141,"Biography,Drama,History",7.3,209730.0
tt1213644,movie,Disaster Movie,Disaster Movie,2008,87,"Comedy,Sci-Fi",1.9,96318.0
tt1213648,movie,London Boulevard,London Boulevard,2010,103,"Crime,Drama",6.2,51116.0
tt1213663,movie,The World's End,The World's End,2013,109,"Action,Comedy,Sci-Fi",6.9,305640.0
tt12137964,movie,Anything for Jackson,Anything for Jackson,2020,97,"Horror,Mystery",6.3,11745.0
tt12141112,movie,Metal Lords,Metal Lords,2022,97,"Comedy,Music",6.7,34554.0
tt1214962,movie,Seeking Justice,Seeking Justice,2011,105,"Action,Drama,Mystery",6.1,48713.0
tt1216475,movie,Cars 2,Cars 2,2011,106,"Adventure,Animation,Comedy",6.2,235123.0
tt1216487,movie,The Girl Who Played with Fire,Flickan som lekte med elden,2009,129,"Action,Crime,Drama",7.1,100046.0
tt1216491,movie,Kill the Messenger,Kill the Messenger,2014,112,"Biography,Crime,Drama",6.9,49498.0
tt1216492,movie,Leap Year,Leap Year,2010,100,"Comedy,Romance",6.4,113529.0
tt1216496,movie,Mother,Madeo,2009,129,"Crime,Drama,Mystery",7.7,76214.0
tt1216520,movie,Womb,Womb,2010,111,"Drama,Romance,Sci-Fi",6.3,15703.0
tt1217070,movie,Triage,Triage,2009,99,"Drama,Mystery,War",6.5,10819.0
tt1217209,movie,Brave,Brave,2012,93,"Action,Adventure,Animation",7.1,460755.0
tt1217213,movie,Secret of the Wings,Secret of the Wings,2012,75,"Animation,Family,Fantasy",7.0,15161.0
tt1217613,movie,Battle Los Angeles,Battle: Los Angeles,2011,116,"Action,Adventure,Sci-Fi",5.7,187463.0
tt1217637,movie,Anything for Her,Pour elle,2008,96,"Crime,Drama,Thriller",7.1,10067.0
tt1219289,movie,Limitless,Limitless,2011,105,"Sci-Fi,Thriller",7.4,628609.0
tt1219342,movie,Legend of the Guardians: The Owls of Ga'Hoole,Legend of the Guardians: The Owls of Ga'Hoole,2010,97,"Action,Adventure,Animation",6.9,89522.0
tt12193804,movie,Whitney Houston: I Wanna Dance with Somebody,Whitney Houston: I Wanna Dance with Somebody,2022,144,"Biography,Drama,Music",6.6,25567.0
tt1219827,movie,Ghost in the Shell,Ghost in the Shell,2017,107,"Action,Crime,Drama",6.3,233876.0
tt1220198,movie,The Fourth Kind,The Fourth Kind,2009,98,"Horror,Mystery,Sci-Fi",5.9,84121.0
tt1220214,movie,Heartless,Heartless,2009,114,"Drama,Fantasy,Horror",5.9,10464.0
